行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
巴蜀府,住宿酒店,Verso Hotel,韦尔索酒店,蓝白ins风酒店,筷子山片区,1,泰国华欣Verso｜颜值在线，这些细节要注意,https://www.xiaohongshu.com/explore/69d36be6000000001a035cb3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,北碧府纳提河滨酒店,Natee The Riverfront Hotel Kanchanaburi,河景酒店,桂河大桥附近,1,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Binlha Raft Resort,Binlha Raft Resort Kanchanaburi,水屋民宿,桂河上,1,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Contemporary Villas Floating on River Kwai,Contemporary Villas Floating on River Kwai,高端水上别墅,桂河上,1,曼谷出发🚗2.5h 打卡这座小众宝藏小城,https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Cross River Kwai X2,Cross River Kwai X2 Kanchanaburi,高端漂浮酒店,桂河中段,1,泰国旅游攻略 之 北碧府住宿,https://www.xiaohongshu.com/explore/63b5a991000000001c0379fe?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Good Times Resort,Good Times Resort Kanchanaburi,市区酒店,桂河大桥附近,1,北碧府2天1夜佛系3人自由行（交通篇）,https://www.xiaohongshu.com/explore/6690000f0000000025004480?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Kanchanaburi City Hotel,Kanchanaburi City Hotel,市区酒店,汽车站旁,1,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,No.9 Hostel Kanchanaburi,No.9 Hostel Kanchanaburi,青旅,市区,1,🇹🇭北碧府四天三夜背包旅行攻略—P1,https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Kwai Jungle Rafts Floating Hotel,River Kwai Jungle Rafts Floating Hotel,原生态水屋,桂河上游,3,"泰国值得去之北碧府（1）
恐怖体验：泰国朋友直呼下次不来了
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66161888000000001a00f72d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Kwai Resotel,River Kwai Resotel Kanchanaburi,连锁度假村,桂河上游,2,"北碧府酒店3家 人均200
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Life Resort,River Life Resort Kanchanaburi,河滨度假村,桂河沿岸,1,🇹🇭北碧府避世河滨悠闲周末住宿篇,https://www.xiaohongshu.com/explore/66a1ab3300000000270126b1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,V1 Boutique Hotel Kanchanaburi,V1 Boutique Hotel Kanchanaburi,精品酒店,汽车站旁,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,考艾瑞享度假村,Mövenpick Resort Khao Yai,酒店/度假村,北冲县,1,曼谷周边 我愿意再去10⁸次的城堡酒店,https://www.xiaohongshu.com/explore/6a854248000000003400ddb0?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,考艾洲际度假村,InterContinental Khao Yai Resort,酒店/度假村,北冲县,1,"泰国还能这样玩！🚄考艾洲际度假村🦢
从曼谷往东北开车约3小时，考艾国家公园入",https://www.xiaohongshu.com/explore/6a4d1d4d000000000702cd86?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Lam Ta Khong Campground,Lam Ta Khong Campground,露营地,考艾国家公园内,1,泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Marasca Khao Yai,Marasca Khao Yai,酒店/度假村,北冲县,1,【考艾】曼谷北山野奢秘境Marasca,https://www.xiaohongshu.com/explore/67f29741000000001202e894?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Thames Valley Khao Yai,Thames Valley Khao Yai Hotel,酒店/度假村,北冲县,2,"「这不是英国，是泰国考艾！🇬🇧」
泰国小瑞士！考艾3天2夜自驾之旅","https://www.xiaohongshu.com/explore/6a8d9c6200000000370364e0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,The Hidden Village Khao Yai,The Hidden Village Khao Yai,酒店/度假村,北冲县,1,泰国🇹🇭考艾 3天2晚自由行攻略,https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,U Khao Yai Resort,U Khao Yai Resort,酒店/度假村,北冲县,1,旅游 Vlog｜泰国·参观葡萄酒庄🍷,https://www.xiaohongshu.com/explore/6a0ee0300000000007020be1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,住宿酒店,Zennext Khaoyai,Zennext Khaoyai,酒店/度假村,北冲县,1,Khao Yai｜泰国考艾7个宝藏景点+餐厅+住宿,https://www.xiaohongshu.com/explore/6a7dcfc5000000000c003001?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Ban Suansin,班苏安辛酒店,小木屋酒店,山顶,1,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Devasom Khao Lak Beach Resort & Villas,德瓦颂酒店,豪华度假村,邦萨海滩,2,"考拉（蔻丽）一个泰国最喜欢的宝藏地
没有遗憾的普吉岛之旅从选对酒店开始","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2ea71c000000003501f288?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Eden Beach Khao Lak Resort & Spa,考拉伊甸海滩度假村,四星级度假村,邦娘海滩,1,考拉🏝️不想走的人生酒店！巨好住！太舒服了！,https://www.xiaohongshu.com/explore/69f95d9d0000000035023e99?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,JW Marriott Khao Lak Resort & Spa,考拉JW万豪水疗度假酒店,五星级度假村,邦萨海滩,7,"攀牙府考叻
🇹🇭普吉岛！男大豪赌普吉岛成功了！！！！
🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉
考拉JW 万豪水疗度假酒店
泰国考拉镇Bang Niang夜市","https://www.xiaohongshu.com/explore/677de47b0000000001001f00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0d5846000000003502093f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5b3db4000000000301fe63?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b6aba5000000001f005aee?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Khaolak Bhandari Resort & Spa,考拉班达里度假村,泰式度假村,热带花园,1,泰国神仙度假村🥹百元住出安纳塔拉顶配度假,https://www.xiaohongshu.com/explore/6a4c5cf30000000007024cf8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Kokotel Khao Lak Montana,科科特尔考拉蒙塔纳酒店,中端酒店,镇中心,1,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Le Méridien Khao Lak Resort & Spa,考拉艾美水疗度假酒店,五星级度假村,邦萨海滩,3,"在普吉岛考拉❗️私藏必打卡的海边餐厅
普吉岛考拉必打卡清单✨玩这些才叫海岛游！
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/69ff1cc5000000001f007d89?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5f46e0000000023007cb5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Little Khao Lak Coast,小考拉海岸,度假村,海滩,1,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Nang Thong Beach Resort,南通海滩度假村,海滩度假村,南通海滩,1,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,Samet Nangshe Boutique Hotel,萨梅特南舍精品酒店,精品酒店,山顶观景台,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,住宿酒店,The Haven Khao Lak,考拉避风港酒店,成人专属度假村,库克卡克海滩,1,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,风雅轩别墅,Maesalong Villa,民宿,山上,1,🏔️ 美斯乐360°环山美景民宿 一定要来一次,https://www.xiaohongshu.com/explore/6a68d1060000000002003c00?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,清莱艾美度假酒店,Le Méridien Chiang Rai Resort,度假村,221/2 Moo 20 Kwaewai Road,7,"先码后看📒清莱遛娃必看的14条建议🏝
清莱艾美:廉颇老矣｜千店测评7/1000
清莱疗愈SPA｜清莱艾美度假酒店水疗中心💆
用一次正宗的泰式按摩，真正的放松身心
一趟身心疗愈之旅，从特色SPA开启","https://www.xiaohongshu.com/explore/661cd3b8000000001a00cf08?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cb6524000000001e00c2a4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66306823000000001e038bd5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6964b215000000000a02b2ba?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/680b0912000000001c030810?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,睡莲酒店,Lotus Hotel,酒店,市中心,1,清莱吃住之睡莲酒店和清莱夜市泰北泥炉火锅,https://www.xiaohongshu.com/explore/69aba5c8000000001d027351?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,小屋旅社,Small House Guesthouse,民宿,村中,1,泰国美斯乐---小众夏日避暑胜地推荐,https://www.xiaohongshu.com/explore/66a71372000000000d03087d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,新生旅舍,Shin Sane Guest House,旅馆,村中心,1,Since 1970的新生旅社，藏着半个世纪的故事,https://www.xiaohongshu.com/explore/6a799ca50000000033010cd8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,Mae Salong Flower Hills,Mae Salong Flower Hills,度假酒店,去满星叠路上,1,环游世界第55城——泰国美斯乐！,https://www.xiaohongshu.com/explore/67c5d71300000000290348c3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,Meeting Hotel & Coffee,Meeting Hotel & Coffee,民宿,古城北面,1,清迈、清莱之旅——住宿篇,https://www.xiaohongshu.com/explore/66e67972000000000c018696?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
清莱府,住宿酒店,Taara Montana,Taara Montana,高端民宿,山顶,1,山顶民宿清莱清迈-清莱-美斯乐泰北旅拍,https://www.xiaohongshu.com/explore/62e37ed9000000000e031891?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,阿南亚酒店,Ananya Lipe Resort,度假村,丽贝岛日出沙滩,3,"丽贝岛从夯到拉测评2.0
丽贝岛（有）美食（吗）攻略🌚
丽贝岛最干净&最舒服的泰式按摩💆‍♀️","https://www.xiaohongshu.com/explore/69fb0721000000002301dd8a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a1add3000000002801f0bb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2c3acc000000003501e054?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,安达度假村,Anda Resort,度假村,丽贝岛日落沙滩,1,丽贝岛6天 不愿意醒的一场梦💙🪼,https://www.xiaohongshu.com/explore/6a3e8c2b0000000016026d46?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,邦达亚度假村,Bundhaya Resort,度假村,丽贝岛芭提雅海滩,5,"丽贝岛十月度假村一住一个不支声
🏝️春节丽贝岛四天三晚酒店记录～✨
丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛酒店｜Bundhaya resort 尊滴好舒服
丽贝岛必看最详细的攻略！无广纯个人感受","https://www.xiaohongshu.com/explore/6a619366000000000f03f1dd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/670df273000000001600f063?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a57577f000000000702a33d?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,本德哈亚别墅,Bundhaya Villas,别墅,丽贝岛芭提雅海滩,2,"丽贝岛｜旅行攻略—住宿篇🏠
丽贝岛旅行 住宿篇","https://www.xiaohongshu.com/explore/697f1e2e000000001a01c117?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6902f0920000000004002f68?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,避暑山庄酒店,Mountain Resort,度假村,丽贝岛北角,2,"🏝️春节丽贝岛四天三晚酒店记录～✨
🇹🇭泰国丽贝岛｜4家酒店真实入住体验","https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,布洛卡萨酒店,Blokasa Hotel,酒店,丽贝岛日落沙滩,2,"丽贝岛（有）美食（吗）攻略🌚
丽贝岛美食夯与拉（二）","https://www.xiaohongshu.com/explore/69a1add3000000002801f0bb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a029f730000000037036e1e?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,丽贝崖度假村,The Cliff Lipe,度假村,丽贝岛日落沙滩,1,🏝️春节丽贝岛四天三晚酒店记录～✨,https://www.xiaohongshu.com/explore/69aad9ee000000001a027011?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,马里度假村,Sunrise Beach Mari Resort,度假村,丽贝岛日出沙滩,1,🇹🇭泰国丽贝岛｜4家酒店真实入住体验,https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,撒丽萨度假酒店,Salisa Resort,度假村,丽贝岛日出沙滩,2,"丽贝岛酒店评价—Salisa Resort
丽贝岛住宿篇01","https://www.xiaohongshu.com/explore/6785f3cb000000000203efcc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68345a5300000000220355f6?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,塞伦迪皮蒂度假酒店,Serendipity Resort,度假村,丽贝岛日出沙滩,4,"丽贝岛～塞伦酒店怎么样❓泳池别墅超细介绍
🇹🇭泰国丽贝岛｜4家酒店真实入住体验
丽贝岛从夯到拉测评2.0
10.25丽贝岛玻璃海～📍日出海滩 餐饮&Spa","https://www.xiaohongshu.com/explore/66d1ed73000000001f03fd74?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980ad77000000002103e69e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fb0721000000002301dd8a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/671ccb26000000001600f616?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,十月度假村,Ten Moon Resort,度假村,丽贝岛日落沙滩,2,"丽贝岛十月度假村一住一个不支声
丽贝岛必看最详细的攻略！无广纯个人感受","https://www.xiaohongshu.com/explore/6a619366000000000f03f1dd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a57577f000000000702a33d?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
沙敦府,住宿酒店,田园概念酒店,Idyllic Concept Resort,度假村,丽贝岛日出沙滩,1,丽贝岛日记2-田园概念酒店测评,https://www.xiaohongshu.com/explore/68987bb60000000002001a48?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
