行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
呵叻府,景点观光,Palio Khao Yai,Palio Khao Yai,主题园区,北冲县,1,五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,PB Valley葡萄酒庄,PB Valley Khao Yai Winery,葡萄园/酒庄,北冲县,3,"假装在意大利！曼谷2h直达的“小欧洲”
考艾爆火的PB Valley 葡萄酒庄园实测
旅游 Vlog｜泰国·参观葡萄酒庄🍷","https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a505d62000000001102f940?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0ee0300000000007020be1?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Pha Diao Dai Cliff,Pha Diao Dai Cliff,观景点,考艾国家公园内,1,泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Pha Trom Jai Viewpoint,Pha Trom Jai Viewpoint,观景点,考艾国家公园内,1,泰国考艾国家公园两天一夜自驾行程攻略,https://www.xiaohongshu.com/explore/6a1934430000000036001d5d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Primo Piazza,Primo Piazza Khao Yai,主题园区,北冲县,4,"假装在意大利！曼谷2h直达的“小欧洲”
泰国考艾亲子攻略｜自然×农场×美食一次满足
泰国🇹🇭考艾 3天2晚自由行攻略
五一不知道去哪？那你应该看看泰国巴冲","https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,The Bloom,The Bloom Khao Yai,主题园区,北冲县,1,假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Bang Niang Beach,邦娘海滩,海滩,邦娘区,1,🇹🇭泰国!考拉!不愧是亲子酒店天花板,https://www.xiaohongshu.com/explore/69e6ebaf000000002200eb84?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Khuk Khak Beach,库克卡克海滩,海滩,The Haven酒店前,1,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,Small Sandy Beach,小沙滩,隐蔽海滩,小众,1,向全世界安利普吉周边度假小镇—考拉,https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,景点观光,The Little Amazon Takuapa,小亚马逊塔库阿帕,雨林皮划艇,热带雨林,1,泰国南部 Phang Nga 攀牙的活动,https://www.xiaohongshu.com/explore/68cab5c10000000013034d3b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,通瓦兰沙滩,Thong Wa Lan Beach,海滩,Cleanwave Resort门口,1,🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Ao Bo Mao Bay,Ao Bo Mao Bay,海湾,距市中心33km,1,泰国春蓬自驾〡小众海边高性价比民宿,https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Khao Matri View Point,Khao Matri View Point/Khao Matsee View Point,山顶观景台,市区附近山上,3,"未被“网红化”的泰国/春蓬府
泰南春蓬
泰国春蓬🇹🇭山顶的绝美咖啡馆+动物园","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a18b77000000001d01b531?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Pak Nam Chumphon Beach,Pak Nam Chumphon Beach ชายทะเลปากน้ําชุมพร,海滩,市区附近,1,未被“网红化”的泰国/春蓬府,https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Saphli Beach,Saphli Beach,海滩,秘境度假村附近,1,春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Suspension Bridge - Deer,Suspension Bridge - Deer สะพานชมกวาง,麋鹿公园,市区附近,2,"🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰南春蓬","https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,Tham Than Nam Lot,Tham Than Nam Lot,天门山/洞穴,距曼谷6小时车程,1,泰国版天门山｜云海仙境在春蓬,https://www.xiaohongshu.com/explore/690ac3a00000000005038ccb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,景点观光,南园岛,Nang Yuan Island,海岛海滩与水上,涛岛附近,2,"🇹🇭被欧美人占领的宝藏小岛🏝️涛岛怎么玩
从曼谷苏万那普机场坐火车到涛岛的行程","https://www.xiaohongshu.com/explore/6a81773b00000000330371f7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,景点观光,Emerald Cave,Emerald Cave,自然景观与户外,西海岸,3,"一张图看懂董里的岛怎么玩
董里四岛｜泰南冷门海岛群一日游体验测评
安达曼小众岛屿——奈岛Nai","https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/683343ab0000000023017b9a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c9fffd0000000021005ed8?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,景点观光,合艾钟楼,Hatyai Clock Tower,地标钟楼,市中心,3,"🇹🇭合艾旅行最满意的景点😍
泰国预备世界遗产地｜南洋秘境-宋卡老城
合艾｜拒绝赶趟，别再把合艾当中转站","https://www.xiaohongshu.com/explore/65da15610000000007026cd9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a55bb600000000016024a6c?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,景点观光,宋卡湖,Songkhla Lake,湖泊,市区,4,"合艾宋卡府 | 岛屿秘境咖啡馆 - Summer Sky
🎨泰国南部宋卡｜漫步老城的色彩美学
海丝一梦·宋卡·泰南篇
泰国预备世界遗产地｜南洋秘境-宋卡老城","https://www.xiaohongshu.com/explore/6a4b8449000000000e038400?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40efbd0000000006034624?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b3ce92000000001f0056f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Khao Yai Da,เขาใหญ่ดา,登山步道,罗勇,1,罗勇牛马周末也要爬山爆汗Khao Yai Da,https://www.xiaohongshu.com/explore/6a89c15700000000380009f9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Khao Yai National Park,อุทยานแห่งชาติเขาใหญ่,国家公园,考艾,2,"泰国🇹🇭考艾 3天2晚自由行攻略
考艾｜该怎么形容这片在曼谷周边静谧的绿意","https://www.xiaohongshu.com/explore/6985c506000000000d00a373?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7882600000000033032cf5?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,景点观光,Phimai Historical Park,พิมายประวัติศาสตร์公园,历史遗迹,披迈县,4,"呵叻| 跨越国界的文明—披迈石宫
泰国冷门宝藏！呵叻5大避世地🌿
帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️
挑战 100 个泰国打卡点|披迈石宫","https://www.xiaohongshu.com/explore/6a32ac9700000000160264c1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/692fc283000000001d03d693?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bc3f000000000330106cb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
廊开府,景点观光,Sala Keoku,ศาลาแก้วกู่,雕塑公园,Wat That社区,2,"出片友好旅行｜Sala Keoku泰国小众魔幻秘境
🇹🇭泰国最魔幻的雕塑群，萨拉鬼窟","https://www.xiaohongshu.com/explore/69ca24080000000023017ae1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d231370000000023012b06?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,景点观光,Khao Laem Ya,เขาแหลมยา,观景点,罗勇,1,🇹🇭 罗勇一日行程收藏 🔖,https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,景点观光,Laem Charoen Beach,แหลมเจริญ,海滩,罗勇,1,🇹🇭 罗勇一日行程收藏 🔖,https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,景点观光,Rayong Botanical Garden,สวนพฤกษศาสตร์ระยอง,湿地公园,罗勇,1,泰国小众绿野仙踪｜罗勇湿地划船全攻略,https://www.xiaohongshu.com/explore/6a64d6fe000000000401d257?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,景点观光,Thung Prong Thong,ทุ่งปรองทอง,红树林步道,Pak Nam Prasae,1,罗勇景点｜免费的金色红树林步道,https://www.xiaohongshu.com/explore/6a6b86e30000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,景点观光,Yomjinda Road,ถนนยมจินดา,老街,罗勇市区,2,"在罗勇老街，消磨一段南洋旧时光🌿
🇹🇭 罗勇一日行程收藏 🔖","https://www.xiaohongshu.com/explore/6a759fa90000000022031532?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a68a8cf000000000c003000?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
洛坤府,景点观光,Khanom Beach,หาดขนอม,海滩,卡农县,1,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
洛坤府,景点观光,Khao Phlai Dam Coastal Road,เขาพลายดํา沿海公路,景观公路,洛坤,1,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
洛坤府,景点观光,Wat Ai Khai,วัดไอ้ไข่,寺庙,洛坤,1,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
洛坤府,景点观光,Khiriwong Village,หมู่บ้านคีรีวง,目的地城市与度假区,洛坤,1,泰国不止有普吉甲米！洛坤府，南部宝藏地🛵,https://www.xiaohongshu.com/explore/6a5df157000000000f012a11?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
难府,景点观光,Doi Phu Kha National Park,ดอยภูคา国家公园,国家公园,普卡县,1,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
难府,景点观光,Nan National Museum,พิพิธภัณฑสถานแห่งชาติน่าน,博物馆,难府古城,1,泰国难府，47万人活成了世外桃源,https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
难府,景点观光,Wat Phumin,วัดภูมินทร์,寺庙,难府古城,2,"难府｜看普明寺壁画✨
泰国难府，47万人活成了世外桃源","https://www.xiaohongshu.com/explore/6a81790c0000000028033a7f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40d20f00000000110113e3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
彭世洛府,景点观光,Sgt. Maj. Thawee Folk Museum,พิพิธภัณฑ์ทหารเอกทวี,民俗博物馆,彭世洛市区,1,多彩的泰北小城｜ 彭世洛一日游,https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
彭世洛府,景点观光,Wat Chan Tawan Tok,วัดจันทร์ตะวันตก,寺庙,彭世洛市区,1,泰北旅行泰国彭世洛旅游攻略,https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
彭世洛府,景点观光,Wat Phra Si Rattana Mahathat,วัดพระศรีรัตนมหาธาตุ,寺庙,彭世洛市区,3,"彭世洛旅游攻略 好喜欢这个慢悠悠的城市
泰北旅行泰国彭世洛旅游攻略
多彩的泰北小城｜ 彭世洛一日游","https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
乌隆府,景点观光,Ban Chiang National Museum,บ้านเชียงพิพิธภัณฑ์แห่งชาติ,博物馆,班清县,1,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
乌隆府,景点观光,Phu Phra Bat Historical Park,ภูพระบาทประวัติศาสตร์公园,历史公园,乌隆他尼,2,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
乌隆府,景点观光,Red Lotus Lake,บึงหนองหาน,湖泊,乌隆他尼,2,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
乌隆府,景点观光,Thai-Chinese Cultural Center,ศูนย์วัฒนธรรมไทย-จีน,文化中心,乌隆他尼市区,2,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
乌隆府,景点观光,Wat Papukon,วัดป่าภูคอน,寺庙,乌隆他尼,1,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
武里南府,景点观光,Phanom Rung Historical Park,พนมรุ้งประวัติศาสตร์公园,历史遗迹,南隆县,1,帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
武里南府,景点观光,Prasat Muang Tam,ปราสาทเมืองต่ํา,历史遗迹,南隆县,2,"帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️
挑战 100 个泰国打卡点|披迈石宫","https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bc3f000000000330106cb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
武里南府,景点观光,Wat Khao Angkhan,วัดเขาอังคาร,寺庙,南隆县,1,帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
