候选ID,问题ID,采集轮次,来源阶段,行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,游客需求场景,AI证据强度,POI细分类型证据,地理位置描述证据,游客需求场景证据,字段证据审核状态,名称直接命中帖子数（非热度）,证据帖子ID,证据标题,证据URL,固定实体初筛,分店消歧状态,审核结论,合并主候选ID,审核备注,原始回答行
POICAND-A846162AAB22CA6D,GYTRAVEL-HV-20260916-0181,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,城市便捷酒店(贵阳黔灵山公园喷水池店),未确认,连锁经济型酒店（城市便捷4.0智能店）,贵阳市云岩区北京路，近黔灵山公园（步行约800米）、北京路地铁站，距贵阳北站约15分钟车程,来贵阳旅游的大陆游客住宿，便于游览黔灵山公园、逛喷水池/民生路商圈及高铁中转,强（近24个月15篇以上独立游客笔记直接提及，含实拍订单截图）,,,,,7,"6a6aff3c000000000401d4cb
6a6caa260000000028007a2c
6a6d5935000000003301e75f
6a6dba5700000000350159ad
6a79d1ac000000002500a385
6a7ed18a0000000025005acb
6a9b75e5000000002900e424","🔥贵阳兴义三天两晚旅游攻略｜不踩雷版
台州→宁波→贵阳 Day ①    九元🛫
贵阳Day② 黔灵山公园🌦
贵阳Day③ 小七孔极限回贵阳🚫学+玉珍
🚗 贵阳4天3晚佛系遛娃｜1岁半版
闯入贵阳｜快闪打卡😎
📍超详细的懒人版贵州四天三夜旅游攻略","https://www.xiaohongshu.com/explore/6a6aff3c000000000401d4cb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6caa260000000028007a2c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6d5935000000003301e75f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6dba5700000000350159ad?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a79d1ac000000002500a385?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7ed18a0000000025005acb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9b75e5000000002900e424?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,城市便捷酒店(贵阳黔灵山公园喷水池店)｜未确认｜住宿酒店｜连锁经济型酒店（城市便捷4.0智能店）｜云岩区｜贵阳市云岩区北京路，近黔灵山公园（步行约800米）、北京路地铁站，距贵阳北站约15分钟车程｜来贵阳旅游的大陆游客住宿，便于游览黔灵山公园、逛喷水池/民生路商圈及高铁中转｜强（近24个月15篇以上独立游客笔记直接提及，含实拍订单截图）
POICAND-5A299A0A4F86720C,GYTRAVEL-HV-20260916-0077,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,贵州饭店·贵宾楼(黔灵公园北京路地铁站店),贵州饭店贵宾楼/Guizhou Hotel VIP Building,五星级豪华酒店,贵州省贵阳市云岩区北京路66号，地铁1/3号线北京路站D口旁，距黔灵山公园步行约十几分钟,来贵阳旅游的大陆游客（含亲子家庭、情侣、商务出差）住宿首选，看重市中心位置、交通便利与黔派文化设计,证据强度：强（近24个月23篇独立游客入住笔记直接提及本实体）,,,,,17,"6819813f000000002202fb15
6850f7f8000000002300e92f
68e857be0000000004006d8b
68fb50130000000003022c2a
6961157b000000000e00db7d
6994985a000000001a0353f7
69dd967a000000001b000f15
69ddba090000000023020916
69f5eae7000000003503b061
69fa3e9e000000001f00249e
69fb40c4000000003601b70a
6a1c20dd000000003700e966
6a7c7a50000000002800b896
6a9040db0000000029028e67
6a9141fa000000002c03e71b
6aa508370000000028002bc1
6aaaa7ba000000002900ffa9","贵州饭店•贵宾楼 2025.4
出差住进文物里！第一次贵阳出差惊喜体验
按头安利贵州必住超性价比酒店🏨
贵阳旅行攻略✨ （住宿篇）｜贵州饭店贵宾楼
有钱以后才发现的爱好：住酒店
贵阳过春节｜贵州饭店·贵宾楼入住体验✨
在贵州饭店贵宾楼过了个生日，被暖到了❤️
贵阳高端住宿首选
来贵阳出差顺便旅游，入住贵州饭店贵宾楼，体验远超预期，不愧是本
贵阳审美天花板-贵州饭店贵宾楼
贵阳｜贵州饭店贵宾楼
贵州饭店贵宾楼
贵阳住宿天花板｜被贵宾楼的黔派美学狠狠拿
贵州饭店贵宾楼酒店代订，本人实名入住，前台直接报名字就能办，靠谱省心！
✅核心入
贵州饭店之贵宾楼
爽爽贵阳之住宿篇
贵阳酒店推荐-贵州饭店贵宾楼
瀑布要看铁也要撸🏋🏻♀️","https://www.xiaohongshu.com/explore/6819813f000000002202fb15?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6850f7f8000000002300e92f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68e857be0000000004006d8b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68fb50130000000003022c2a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6961157b000000000e00db7d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6994985a000000001a0353f7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69dd967a000000001b000f15?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ddba090000000023020916?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5eae7000000003503b061?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fa3e9e000000001f00249e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fb40c4000000003601b70a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1c20dd000000003700e966?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7c7a50000000002800b896?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9040db0000000029028e67?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9141fa000000002c03e71b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa508370000000028002bc1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aaaa7ba000000002900ffa9?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵州饭店·贵宾楼(黔灵公园北京路地铁站店)｜贵州饭店贵宾楼/Guizhou Hotel VIP Building｜住宿酒店｜五星级豪华酒店｜云岩区｜贵州省贵阳市云岩区北京路66号，地铁1/3号线北京路站D口旁，距黔灵山公园步行约十几分钟｜来贵阳旅游的大陆游客（含亲子家庭、情侣、商务出差）住宿首选，看重市中心位置、交通便利与黔派文化设计｜证据强度：强（近24个月23篇独立游客入住笔记直接提及本实体）
POICAND-2A26B33DCA8D4556,GYTRAVEL-HV-20260916-0080,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,贵阳云岩喷水池地铁站亚朵轻居酒店,Atour Light Hotel Guiyang（贵阳喷水池亚朵轻居酒店）,亚朵轻居（亚朵旗下中端轻居品牌）,贵州省贵阳市云岩区黔灵西路11号，距地铁1号线喷水池站约300米（步行约5分钟），邻近国贸、南国花锦、百盛等商圈,来贵阳旅游的中国大陆游客选择市中心住宿，交通便利、周边美食商圈密集、闹中取静，适合观光与差旅住宿,较强（近24个月3篇，放宽至36个月共5篇小红书笔记直接指向该实体）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,贵阳云岩喷水池地铁站亚朵轻居酒店｜Atour Light Hotel Guiyang（贵阳喷水池亚朵轻居酒店）｜住宿酒店｜亚朵轻居（亚朵旗下中端轻居品牌）｜云岩区｜贵州省贵阳市云岩区黔灵西路11号，距地铁1号线喷水池站约300米（步行约5分钟），邻近国贸、南国花锦、百盛等商圈｜来贵阳旅游的中国大陆游客选择市中心住宿，交通便利、周边美食商圈密集、闹中取静，适合观光与差旅住宿｜较强（近24个月3篇，放宽至36个月共5篇小红书笔记直接指向该实体）
POICAND-0D15FD4D153C6681,GYTRAVEL-HV-20260916-0083,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,贵阳喷水池桔子水晶酒店,桔子水晶贵阳喷水池酒店,华住集团旗下中高端连锁酒店（桔子水晶品牌）,延安东路18号，喷水池地铁站（1/2号线）步行可达，与全季喷水池酒店共用一栋楼并共用停车场，紧邻喷水池核心商圈，步行可至民生路、太平路美食街,贵阳旅游住宿，市中心核心地段、交通便利，近甲秀楼、黔灵山等景点，适合情侣、闺蜜、亲子及单人出行,强（近24个月7篇独立游客笔记直接提及，另有2024年笔记佐证地址）,,,,,4,"6663e907000000000e031ac7
6667b62b000000000c019aa8
6a7213c9000000002402c00e
6aa8f1270000000011035929","如果你来贵阳，不得不住的网评高分酒店
贵阳酒店个人体验分享（20）
贵阳住宿封神✨喷水池桔子水晶隐藏福利太香","https://www.xiaohongshu.com/explore/6663e907000000000e031ac7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6667b62b000000000c019aa8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7213c9000000002402c00e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa8f1270000000011035929?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳喷水池桔子水晶酒店｜桔子水晶贵阳喷水池酒店｜住宿酒店｜华住集团旗下中高端连锁酒店（桔子水晶品牌）｜云岩区｜延安东路18号，喷水池地铁站（1/2号线）步行可达，与全季喷水池酒店共用一栋楼并共用停车场，紧邻喷水池核心商圈，步行可至民生路、太平路美食街｜贵阳旅游住宿，市中心核心地段、交通便利，近甲秀楼、黔灵山等景点，适合情侣、闺蜜、亲子及单人出行｜强（近24个月7篇独立游客笔记直接提及，另有2024年笔记佐证地址）
POICAND-44A58CE3CA9C76A7,GYTRAVEL-HV-20260916-0069,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,贵阳大十字广场喷水池高空亚朵酒店,未确认,高空城景酒店,贵州省贵阳市云岩区中华中路1号峰会国际大厦B座，地处大十字、喷水池、小十字连片商圈核心，步行可达喷水池、中山西路地铁站,来贵阳旅游的大陆游客选择市中心住宿，看重高空城景夜景视野、下楼即民生路与太平路美食街区，出行逛吃便利，适配情侣闺蜜、家庭及商务出行,强（近24个月5篇独立真实游客笔记直接指向该实体）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,贵阳大十字广场喷水池高空亚朵酒店｜未确认｜住宿酒店｜高空城景酒店｜云岩区｜贵州省贵阳市云岩区中华中路1号峰会国际大厦B座，地处大十字、喷水池、小十字连片商圈核心，步行可达喷水池、中山西路地铁站｜来贵阳旅游的大陆游客选择市中心住宿，看重高空城景夜景视野、下楼即民生路与太平路美食街区，出行逛吃便利，适配情侣闺蜜、家庭及商务出行｜强（近24个月5篇独立真实游客笔记直接指向该实体）
POICAND-F1075F7590203529,GYTRAVEL-HV-20260916-0089,1,20260916_贵阳高价值POI精确补采,云岩区,住宿酒店,贵阳泊联汇酒店(喷水池大十字店),未确认,商务型酒店,文昌北路102号，近喷水池商圈与文昌阁，步行可达甲秀楼、民生路/蔡家街,贵阳市区住宿，喷水池商圈、甲秀楼、青云市集游玩，家庭/带娃出行，交通便利,强：近24个月5篇游客笔记直接确认分店（N2/N7/N8/N10/N11），另有2篇36个月内笔记佐证（N3/N14）,,,,,2,"679bbaee0000000018019fe6
6816316d000000002002beae","旅行日记｜成都自驾防城港
带娃贵阳三天两夜关于住","https://www.xiaohongshu.com/explore/679bbaee0000000018019fe6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6816316d000000002002beae?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳泊联汇酒店(喷水池大十字店)｜未确认｜住宿酒店｜商务型酒店｜云岩区｜文昌北路102号，近喷水池商圈与文昌阁，步行可达甲秀楼、民生路/蔡家街｜贵阳市区住宿，喷水池商圈、甲秀楼、青云市集游玩，家庭/带娃出行，交通便利｜强：近24个月5篇游客笔记直接确认分店（N2/N7/N8/N10/N11），另有2篇36个月内笔记佐证（N3/N14）
POICAND-74D1946FFF150669,GYTRAVEL-HV-20260916-0106,1,20260916_贵阳高价值POI精确补采,南明区,景点观光,甲秀楼,未确认,历史文化古建筑景点（全国重点文物保护单位、3A级景区）,贵阳市南明区翠微巷8号，立于南明河河心鳌矶石上，经浮玉桥与两岸相连，紧邻翠微园,"来贵阳必打卡的城市地标，免费夜景观光与拍照出片（亮灯约19:30起、南明河对岸与浮玉桥为经典机位），常与青云市集、翠微园串联成老城Citywalk，并承载""科甲挺秀""历史文化打卡需求",强：近24个月内多篇大陆游客真实到访笔记正文直接提及（含夜景实拍、机位、游玩攻略与流水账），证据充分,,,,,28,"685b8704000000000d025545
68945d750000000004004614
68d55bea000000000e00e627
690c70db0000000003021027
691191b50000000005030842
69709ba0000000001a0218aa
69c0d97a0000000021039e33
69cb56610000000023010a1a
69e48628000000001f005501
69f3792000000000360305d8
6a046dd8000000000803dc79
6a1ac22700000000360320f8
6a2b93cf000000001503e08d
6a394a47000000001702e7b6
6a561f960000000017029d8f
6a61ed92000000000f00b359
6a6cbdb80000000025015d01
6a76d6f60000000027021eab
6a7729a5000000002402ce51
6a7c5a690000000032022274
6a7d35f5000000002202d94b
6a7e7810000000003300e06e
6a8b7fa5000000001801954f
6a96dbba000000001203508c
6aa3be750000000028035e91
6aa67a6200000000260212ae
6aa94996000000002802ce9a
6aaa6418000000000f039800","贵阳｜我拍到了不一样的甲秀楼
贵阳｜甲秀楼最佳拍照机位📷
南明河涨水夜，甲秀楼比滤镜还美的雨中实拍
甲秀楼很美，但是去之前要注意这些❗️
🏯 贵阳甲秀楼不花钱攻略｜附加隐藏机位
甲秀楼 | 贵阳众景之首
打卡必看|🔥贵阳甲秀楼机位合集
甲秀楼｜贵阳的文脉地标
贵阳夜游｜甲秀楼+青云市集
贵阳·甲秀楼半日记🏯📓
“城南胜迹”贵阳甲秀楼（贵州篇）
贵阳Citywalk第一站｜甲秀楼看日落+翠微园
甲秀楼｜游玩+拍照全攻略（2026最新）
贵阳甲秀楼
打卡100家贵阳咖啡店–EP61 topka顶咖
打卡贵阳甲秀楼♥
贵阳甲秀楼📷｜两个机位对比别跑错❗
第二站 贵阳甲秀楼
一楼阅尽贵阳四百年｜城南第一胜迹•甲秀楼
一河灯火半城星｜甲秀楼夜景慢门
贵阳甲秀楼去啦，有问题可以直接问！
从甲秀楼，逛到贵阳最野烟火人间地！吃吃
甲秀楼夜景最佳机位在哪里？
贵阳城市地标——甲秀楼
总要在夜晚，看一次甲秀楼的灯火吧✨
甲秀楼-攻略（1）
Howto拍爆甲秀楼夜景｜隐藏机位不踩坑✨
收藏！甲秀楼一日游最强指南","https://www.xiaohongshu.com/explore/685b8704000000000d025545?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68945d750000000004004614?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d55bea000000000e00e627?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/690c70db0000000003021027?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691191b50000000005030842?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69709ba0000000001a0218aa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c0d97a0000000021039e33?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cb56610000000023010a1a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69e48628000000001f005501?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f3792000000000360305d8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a046dd8000000000803dc79?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1ac22700000000360320f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2b93cf000000001503e08d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a394a47000000001702e7b6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a561f960000000017029d8f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a61ed92000000000f00b359?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6cbdb80000000025015d01?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a76d6f60000000027021eab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7729a5000000002402ce51?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7c5a690000000032022274?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7d35f5000000002202d94b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7e7810000000003300e06e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8b7fa5000000001801954f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a96dbba000000001203508c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa3be750000000028035e91?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa67a6200000000260212ae?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa94996000000002802ce9a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aaa6418000000000f039800?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,"甲秀楼｜未确认｜景点观光｜历史文化古建筑景点（全国重点文物保护单位、3A级景区）｜南明区｜贵阳市南明区翠微巷8号，立于南明河河心鳌矶石上，经浮玉桥与两岸相连，紧邻翠微园｜来贵阳必打卡的城市地标，免费夜景观光与拍照出片（亮灯约19:30起、南明河对岸与浮玉桥为经典机位），常与青云市集、翠微园串联成老城Citywalk，并承载""科甲挺秀""历史文化打卡需求｜强：近24个月内多篇大陆游客真实到访笔记正文直接提及（含夜景实拍、机位、游玩攻略与流水账），证据充分"
POICAND-F9665EE4825D3698,GYTRAVEL-HV-20260916-0107,1,20260916_贵阳高价值POI精确补采,南明区,景点观光,贵阳森林公园,图云关森林公园,城市森林公园（免费开放）,南明区园林路90号（参考地址；多篇笔记标注园林路67号，疑为不同入口门牌）；地铁2号线森林公园站D口，公交46、87、229路市委党校站,免费吸氧徒步、观赏野生猴群、野餐露营、亲子遛娃、打卡园内森林咖啡馆（山寻·斑斓、猴子咖啡、非里）、看森林日落,强（近24个月多篇独立实拍到访笔记）,,,,,10,"687fc446000000002400b706
69d627ba0000000023017c67
69f205c3000000003502ace6
6a2f70eb0000000022014dda
6a6b2fc1000000003302f916
6a787970000000003301c787
6a871cdc0000000017008e40
6a8a4a6b0000000029019128
6a917266000000000b026413
6aa574ac000000002a0077d3","🌳神仙公园！贵阳20min直达绿野仙踪吸氧
贵阳总算出太阳了，周末去猴子咖啡拍照遛娃
贵阳森林公园 | 春夏交替，只此春绿
贵阳治愈绿野🌳图云关森林公园徒步拍照
7.28实况贵阳｜藏在森林公园里的清迈咖啡馆
贵阳避暑｜躲过人潮，寻一处城市森林秘境
贵阳森林公园非常值得
带娃打卡贵阳吃喝玩
南明｜贵阳市森林公园吃喝玩乐全攻略✅
📸谁说男孩不能拍氛围感？｜贵阳森林公园","https://www.xiaohongshu.com/explore/687fc446000000002400b706?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d627ba0000000023017c67?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f205c3000000003502ace6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2f70eb0000000022014dda?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6b2fc1000000003302f916?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a787970000000003301c787?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a871cdc0000000017008e40?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8a4a6b0000000029019128?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a917266000000000b026413?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa574ac000000002a0077d3?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,贵阳森林公园｜图云关森林公园｜景点观光｜城市森林公园（免费开放）｜南明区｜南明区园林路90号（参考地址；多篇笔记标注园林路67号，疑为不同入口门牌）；地铁2号线森林公园站D口，公交46、87、229路市委党校站｜免费吸氧徒步、观赏野生猴群、野餐露营、亲子遛娃、打卡园内森林咖啡馆（山寻·斑斓、猴子咖啡、非里）、看森林日落｜强（近24个月多篇独立实拍到访笔记）
POICAND-D809936076B43A3F,GYTRAVEL-HV-20260916-0002,1,20260916_贵阳高价值POI精确补采,南明区,餐饮美食,8号花园餐厅(甲秀楼店),8号花园餐厅,黔菜·酸汤火锅·观景花园餐厅,阳明路8号公馆4楼（兴业银行背后，甲秀楼旁）,甲秀楼夜景观景、酸汤牛肉火锅、聚会与拍照打卡,中,,,,,4,"688b2a110000000023033818
688b2c74000000002302ed38
688b3056000000000403edab
68e0b4d600000000050027eb","贵阳懒人聚会直接冲！俯瞰南明河真的太绝了！
甲秀楼8号花园：聚会党直接冲就对了🌃
贵阳中心藏着个神仙地，拍照吃饭一站式💯
贵阳第一天","https://www.xiaohongshu.com/explore/688b2a110000000023033818?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/688b2c74000000002302ed38?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/688b3056000000000403edab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68e0b4d600000000050027eb?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,8号花园餐厅(甲秀楼店)｜8号花园餐厅｜餐饮美食｜黔菜·酸汤火锅·观景花园餐厅｜南明区｜阳明路8号公馆4楼（兴业银行背后，甲秀楼旁）｜甲秀楼夜景观景、酸汤牛肉火锅、聚会与拍照打卡｜中
POICAND-9D9E4C23D73D87E4,GYTRAVEL-HV-20260916-0016,1,20260916_贵阳高价值POI精确补采,南明区,餐饮美食,NEED创意韩国料理(贵阳万象城店),NEED创意韩国料理,韩式创意料理,遵义路328号贵阳万象城1层街区L179号（4号门对面）,"游客打卡""漂亮饭""、拍照出片、闺蜜/情侣约会、韩餐体验；部分游客反馈出餐慢、性价比低",强,,,,,9,"67d3e563000000000603b6fa
67eccb2b000000001c03c61f
67f336a8000000001201c23a
689893f300000000030339f0
69ad37c0000000001d0266de
69c3c161000000002200e345
6a3148d20000000007013e99
6a76c5990000000022013f4a
6aa14ff0000000000d027c37","山野设计 | 一家创意韩餐bistro
贵阳漂亮饭之NEED❗️
贵阳万象城need上新！N刷了 ❤️
拜托拜托！万象城那么多漂亮饭！
周末贵阳好去处
贵阳销售额最高的商场万象城，任重道远
贵阳一家又好吃又好拍的餐厅
“漂亮饭”之NEED创意韩国料理
【贵州·贵阳】NEED创意韩国料理🥘","https://www.xiaohongshu.com/explore/67d3e563000000000603b6fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67eccb2b000000001c03c61f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67f336a8000000001201c23a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/689893f300000000030339f0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ad37c0000000001d0266de?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c3c161000000002200e345?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3148d20000000007013e99?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a76c5990000000022013f4a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa14ff0000000000d027c37?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,"NEED创意韩国料理(贵阳万象城店)｜NEED创意韩国料理｜餐饮美食｜韩式创意料理｜南明区｜遵义路328号贵阳万象城1层街区L179号（4号门对面）｜游客打卡""漂亮饭""、拍照出片、闺蜜/情侣约会、韩餐体验；部分游客反馈出餐慢、性价比低｜强"
