行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
巴蜀府,餐饮美食,KO Mark,โค มาร์ค,泰式餐厅,市区,2,"来华欣发呆看海吃什么🍽️🏝️🐳
华欣🍽️这四家餐厅很值得🇮🇹🇹🇭","https://www.xiaohongshu.com/explore/6985a063000000001b01c455?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d7dfda0000000012020f2b?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Lek Seafood Restaurant,เล็กลีฟู้ด,海鲜餐厅,市区,2,"🇹🇭泰好吃❤️‍🔥泰国华欣吃饭记录
华欣体验拉满","https://www.xiaohongshu.com/explore/6a6c9f960000000025006cdc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9198560000000020031289?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Lung Ja Seafood,ครัวลุงจ่า,海鲜大排档,华欣夜市内,1,🦐华欣夜市不踩雷海鲜店推荐,https://www.xiaohongshu.com/explore/696b7a55000000000a02be76?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Medsai Coffee,เมดสาย คอฟฟี่,海边咖啡馆,距离华欣市中心34km开车50分钟,1,华欣附近自驾〡七岩海滩的鱿鱼干及大排档,https://www.xiaohongshu.com/explore/6a86b893000000001b032104?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,More Than Beach & Cafe,มอร์ แดน บีช,海边咖啡馆兼餐厅,距离华欣37km开车50分钟,1,华欣附近自驾〡本地人的网红🦆海边咖啡店,https://www.xiaohongshu.com/explore/6a5494630000000022008f3b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Platoo Restaurant,ปลาตู่ว์餐厅,海边泰餐小馆,华欣到七岩路上靠近海滩,1,华欣DNA动了！这家海边泰餐小馆我可以追着吃,https://www.xiaohongshu.com/explore/6a6df9d70000000033037dc8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Row Hou8e Cafe Hua Hin,โรล เฮ้าส์ หัวหิน,咖啡馆兼餐厅,Hua Hin 106 Alley,1,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,SoulMarch,โซลมาร์ช,咖啡馆,七岩,1,七岩的咖啡店 ：泰国 咖啡店叫 ”SoulMarch,https://www.xiaohongshu.com/explore/64b66bb9000000003100a25d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,TUMLAY Cafe and Bar,ทัมเลย์ คาเฟ่,网红海边咖啡厅,"Bang Kao, Cha-am District",1,泰国｜华欣版的济州岛style咖啡厅,https://www.xiaohongshu.com/explore/61b743e5000000000102f3b9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,After Rain Coffee,After Rain Coffee Kanchanaburi,稻田咖啡厅,稻田区,1,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Chanchala,Chanchala Kanchanaburi,隐藏餐厅,市区外,1,北碧府隐藏餐厅,https://www.xiaohongshu.com/explore/6a5a404e000000000a039841?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,KEEREE TARA,KEEREE TARA Kanchanaburi,河边餐厅,桂河大桥附近,1,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Meena Café,Meena Café มีนา คาเฟ่,稻田咖啡馆,虎穴寺对面稻田中,5,"北碧府的两家宝藏咖啡馆
北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
北碧府：泰国的宁静绿洲
北碧府一日游｜神树+寺庙+咖啡+桂河大桥
泰国值得去之北碧府（1）","https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cf9ef0000000001f0066b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Sai Yok Punchan Coffee,Sai Yok Punchan Coffee Kanchanaburi,丛林树屋咖啡馆,树冠中,1,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,The Curve,The Curve Kanchanaburi,景观咖啡馆,死亡铁路附近,1,北碧府的两家宝藏咖啡馆,https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,The Village Farm To Café,The Village Farm To Café Kanchanaburi,玻璃屋餐厅,桂河死亡大桥附近,1,去泰国🇹🇭北碧府不能错过的一家漂亮饭,https://www.xiaohongshu.com/explore/6a73e60f0000000012010fa4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,ร้านต้นประดู่&หมูกะทะ กาญจนบุรี,Ton Pradu & Moo Krata Kanchanaburi,猪锅餐厅,市区,1,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Bucolic Khao Yai,Bucolic Khaoyai,咖啡馆/牧场,北冲县,3,"泰国小瑞士！考艾3天2夜自驾之旅
五一不知道去哪？那你应该看看泰国巴冲
考艾4天3晚攻略～ （下篇）","https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6995f441000000000a03f007?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Cook & Coff @Khlong Phai,Cook & Coff @Khlong Phai,餐厅/咖啡馆,北冲县,1,考艾｜可以眺望水库的泰北料理餐厅,https://www.xiaohongshu.com/explore/69b6aa41000000002102fd2a?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Dairy Home,Dairy Home Khao Yai,餐厅/甜品店,北冲县,1,泰国考艾亲子攻略｜自然×农场×美食一次满足,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Khao Yai Tree House,Khao Yai Tree House,餐厅与本地美食,北冲县,1,五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,LAMAYA KHAOYAI,LAMAYA KHAOYAI,餐厅与本地美食,北冲县,1,泰国考艾亲子攻略｜自然×农场×美食一次满足,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Midwinter Green,Midwinter Green Khao Yai,咖啡馆/餐厅,北冲县,1,假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Ribs Mannn,Ribs Mannn,餐厅与本地美食,北冲县,1,五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,SAAN Cafe Khaoyai,SAAN Cafe Khaoyai / สานคาเฟ่,咖啡馆,北冲县,1,SAAN Cafe Khaoyai สานคาเฟ่ ｜ 考艾咖啡馆,https://www.xiaohongshu.com/explore/69096a82000000000402afc1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Serina Italian Restaurant,Serina Italian Restaurant,国际风味餐厅,北冲县,1,Khao Yai｜泰国考艾7个宝藏景点+餐厅+住宿,https://www.xiaohongshu.com/explore/6a7dcfc5000000000c003001?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,The Chocolate Factory,The Chocolate Factory Khao Yai,咖啡馆/甜品店,北冲县,1,假装在意大利！曼谷2h直达的“小欧洲”,https://www.xiaohongshu.com/explore/6a043382000000000702b54f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Trot Cafe Khaoyai,Trot Cafe Khaoyai,咖啡馆,北冲县,3,"考艾两天旅游攻略
泰国小瑞士！考艾3天2夜自驾之旅
泰国考艾亲子攻略｜自然×农场×美食一次满足","https://www.xiaohongshu.com/explore/6a6ddcec0000000024025804?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Within Khao Yai,Within Khao Yai,咖啡馆,北冲县,1,周末逃离曼谷|🐑130km直达“瑞士牧场“,https://www.xiaohongshu.com/explore/69cb970f000000001b021dcc?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Yellow Submarine Coffee Tank,Yellow Submarine Coffee Tank,咖啡馆,北冲县,1,审美提升｜100家设计师私藏咖啡馆・考艾,https://www.xiaohongshu.com/explore/69705511000000000a029134?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Yungkhaow Khao Yai,Yungkhaow Khao Yai / ยุ้งข้าว เขาใหญ่,餐厅与本地美食,北冲县,3,"考艾国家公园｜傍晚徒步看到公牛喝水
泰国小瑞士！考艾3天2夜自驾之旅
来到考艾（Khao Yai），必吃米其林！","https://www.xiaohongshu.com/explore/6a6b1cc00000000032032db6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69745684000000002103dad3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Adaman Restaurant,阿达曼餐厅,海鲜大排档,海滩边,1,10-万豪考拉adaman restaurant,https://www.xiaohongshu.com/explore/6a630d05000000000101cdd6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Bamboo Pool Bar,竹泳池吧,泳池酒吧,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Ban Khao Lak Seafood,班考拉海鲜餐厅,湖景海鲜,kao kao kao湖边,1,🇹🇭考拉•一家湖景餐厅,https://www.xiaohongshu.com/explore/698b3d9d000000001b0152ef?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Beach Grill & Bar,海滨烧烤餐厅,海鲜烧烤,Le Méridien酒店内,2,"没有遗憾的普吉岛之旅从选对酒店开始
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/6a2ea71c000000003501f288?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Boonta by the Beach,邦塔海滩咖啡馆,玻璃房咖啡馆,海边,1,"（Phang-nga攀牙湾）Boonta by the Beach🌵
地址：9",https://www.xiaohongshu.com/explore/64d67388000000000c035e2e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Coconut Jo's,椰子乔海滩酒吧,海滩酒吧,Le Méridien海滩,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Delicacy Khaolak,美味考拉咖啡馆,巴厘风咖啡馆,Khuekkhak,1,"（KhaoLak考拉）Delicacy Khaolak🌷
地址：4, 12,",https://www.xiaohongshu.com/explore/66ae1fe30000000009017602?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Gelato 39 Italian Ice Cream,意式冰淇淋店,冰淇淋,邦娘夜市附近,1,考拉兰儒国家公园🏞️徒步路线和邦娘夜市,https://www.xiaohongshu.com/explore/693adc45000000001e028d33?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Go Pong,高朋餐厅,泰式料理,主街,2,"向全世界安利普吉周边度假小镇—考拉
🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉","https://www.xiaohongshu.com/explore/67d15c99000000001201ea99?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Gop Phochana,戈普波查纳餐厅,地道泰南菜,渔村,1,攀牙必吃地道泰南菜,https://www.xiaohongshu.com/explore/6a1e85c8000000001002d000?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,KOPI KUAPA Cafe,高巴咖啡,复古咖啡馆,老城区,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,La Malila Café,拉玛丽拉咖啡馆,咖啡/甜点,小巷,1,純白色建築有實力網美級咖啡廳咖啡烘焙冠軍,https://www.xiaohongshu.com/explore/684e69d90000000012006419?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Latitude 08,纬度08大堂酒吧,精致酒廊,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Le Scoop,乐思酷普,咖啡冰淇淋,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Makai Cafe and Space,牧井咖啡馆,日式木屋咖啡馆,小镇街角,2,"📍Makai Cafe and Space｜泰国攀牙府・泰米昂
（Phang-nga攀牙湾）🐋Makai Cafe and Space🪵
地","https://www.xiaohongshu.com/explore/6864bce100000000110038fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6235a7bc000000000102bbc3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Mali Restaurant,玛丽餐厅,海鲜,主街,1,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Mum Aroi,姆阿罗伊餐厅,海鲜大排档,渔村海边,1,攀牙府渔村里的海鲜小餐馆~普吉岛,https://www.xiaohongshu.com/explore/68a9e40d000000001b033b38?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Nai Mueang Restaurant,奈孟餐厅,复古泰餐,镇中心,1,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,NernKhao View Talay,山顶景观餐厅,泰式料理,Ban Suansin酒店旁,1,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,OLIVE,橄榄意大利餐厅,意式料理,海滩旁,1,落日海景🌅｜考拉海滩私藏餐厅推荐🍴,https://www.xiaohongshu.com/explore/6745a90900000000080056c6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Panasia Grill & Bar,帕纳西亚烧烤酒吧,屋顶餐厅,JW万豪6楼,2,"带娃出行，晚餐和按摩依然只属于我们两个人
考拉万豪唯一屋顶餐厅|自烤和牛+落日海景","https://www.xiaohongshu.com/explore/6a7c29960000000022010d8d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c2acdb000000002200e2b3?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Ruan Thai Kitchen,阮泰厨房,泰式料理,海滩,1,来考拉海滩再不来这家餐厅我真的会…,https://www.xiaohongshu.com/explore/676415dc000000000b00c5ed?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Takrai Thai Restaurant,塔克莱泰餐厅,正宗泰餐,JW万豪内,1,Takrai Thai Restaurant Khao Lak 泰餐,https://www.xiaohongshu.com/explore/6a5e370b0000000001030ee3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,The Nest,巢穴餐厅,国际自助,Le Méridien酒店,1,泰国考拉美食全攻略🍴全天候度假味觉之旅,https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,The Pizzeria,披萨店,意式披萨,Le Méridien酒店,2,"考拉（蔻丽）一个泰国最喜欢的宝藏地
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Tiewson,蒂乌森餐厅,泰式料理,镇中心(不靠海),1,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
攀牙府,餐饮美食,Valhalla 咖啡馆,山顶海景咖啡馆,咖啡/简餐,山上,1,Valhalla 咖啡馆,https://www.xiaohongshu.com/explore/683d76b90000000022024cc6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
