行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
清莱府,餐饮美食,Arabia Coffee,Arabia Coffee,咖啡馆,清莱市区,69,1,疑似已存在,THXHSFINAL-1649:Arabia Coffee,固定实体候选,合并既有记录，不新增,适合打卡,地下洞穴座位区、设计感强、烘焙区在上方,深藏地下的“洞穴”咖啡馆,https://www.xiaohongshu.com/explore/6a2d3fd4000000000e031401?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Breakfast Factory II x James Art Coffee,Breakfast Factory II,咖啡馆,清莱市区,69,1,疑似已存在,THXHSFINAL-1650:Breakfast Factory II x James Art Coffee,固定实体候选,合并既有记录，不新增,适合早餐,老木屋改造、Sourdough选择多、Matcha好喝,彻底爱上清莱这家木屋咖啡馆了！🌿☕️,https://www.xiaohongshu.com/explore/6a89a94e0000000037036b54?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Lalitta Café,Lalitta Cafe,咖啡馆,清莱市区,69,3,疑似已存在,THXHSFINAL-1374:Lalitta Café,固定实体候选,合并既有记录，不新增,适合拍照,瀑布+森林+神像、门票60泰铢可抵饮品、上午9:30-11:00光线好,"在清莱找到了梦境中的花园｜Lalitta Café
🧚‍♂️清萊森林咖啡廳，真的像走進奇幻世界
🧚‍♀️ 泰国清莱 真实版“绿野仙踪”","https://www.xiaohongshu.com/explore/69a94df8000000001a029df6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3feed5000000000e021801?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a51cb6e000000000803ed11?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,餐饮美食,2459 Restaurant,2459 Restaurant,泰式与本地餐厅,老街,42,3,疑似已存在,THXHSFINAL-1558:2459 Restaurant,固定实体候选,合并既有记录，不新增,Thai Select认证餐厅,"价格合理味道不错份量刚好,环境OK座位有限","泰好吃｜合艾 宋卡府 带孩子吃什么？
🇹🇭｜合艾宋卡老街半日游🚗
🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺","https://www.xiaohongshu.com/explore/69e7974e000000002202b135?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f8b97900000000040050d0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,餐饮美食,TreeHouse Cafe Songkhla,TreeHouse Cafe Songkhla,咖啡馆,市区,42,1,疑似已存在,THXHSFINAL-1544:TreeHouse Cafe Songkhla,固定实体候选,合并既有记录，不新增,咖啡爱好者/拍照党,"依树而建,顶楼可看东南亚风景和水牛,热带度假风情,8am-9pm营业",🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺,https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,JUNGLE,丛林餐厅,泰餐厅,,42,1,疑似已存在,THXHSFINAL-0808:Jungle Kitchen,固定实体候选,合并既有记录，不新增,拍照打卡,"东南亚丛林风格,咖啡香气浓郁,酸木瓜系列",JUNGLE｜咖啡太惊喜☕,https://www.xiaohongshu.com/explore/6a8ed3f80000000020032b41?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Chai Tea Shop,Chai Tea Shop,咖啡馆,距拜县中心约6-7公里,43,2,疑似已存在,THXHSFINAL-1527:Chai Tea Shop,固定实体候选,合并既有记录，不新增,60泰铢奶茶+喂鱼+竹吊床+老板大方,强,"拜县 花得最快乐的60泰铢
拜县私藏山野咖啡店 安静到只想赖一下午","https://www.xiaohongshu.com/explore/6a2ca9da000000002100ad9e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69fac67100000000350245f0?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Lot of Taste,咖啡馆,夜丰颂市,咖啡控,43,4,疑似已存在,THXHSFULL-0325:Lot of Taste,固定实体候选,合并既有记录，不新增,75泰铢美式/拿铁+环境宽敞,中,"冬天在拜县100块躺一天咖啡馆的常规操作！
老妈喝清迈｜Lot of taste 或许可以更好
泰国南邦府最佳两家咖啡馆，很值得去打卡
泰北自驾——路边咖啡馆","https://www.xiaohongshu.com/explore/697d85a0000000000a02f5ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6501d46b000000001e00e8a6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e109a900000000120122fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/5ffb023b0000000001003c9a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Two Huts Pai,Two Huts Pai,景观咖啡馆,距拜县镇上约5公里,43,5,疑似已存在,THXHSFINAL-1340:Two Huts Pai,固定实体候选,合并既有记录，不新增,现场驻唱+稻田山景+小飞虫多,强,"清迈-拜县两天一夜，骑行攻略！
冬天在拜县100块躺一天咖啡馆的常规操作！
拜县｜人生的三万分之一日落
泰国南邦府最佳两家咖啡馆，很值得去打卡
泰北自驾——路边咖啡馆","https://www.xiaohongshu.com/explore/6a1ec5610000000037035927?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/697d85a0000000000a02f5ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2fe0ed000000002100a08c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e109a900000000120122fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/5ffb023b0000000001003c9a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,正盛餐厅,เจ๊เล้ง ซีฟู้ด,中泰融合餐厅,夜市前一个十字路口,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合晚餐,粉丝大虾170泰铢3个手掌大、海鲜小火锅必点、营业到晚上8点多,【泰国❤︎华欣】夜市不能错过的餐厅&马杀鸡,https://www.xiaohongshu.com/explore/5c17cb7b00000000090225e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Aowtakiab Seafood,อ่าวตะเกียบ ซีฟู้ด,海景海鲜餐厅,筷子山附近海边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合日落用餐,半露天座位+无敌海景、炸海鲈鱼配青芒果沙拉出色、人均500-1000泰铢,🇹🇭泰国华欣｜Aowtakiab Seafood海鲜餐厅,https://www.xiaohongshu.com/explore/6a2bbd0b000000000e021800?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Aunt Jaew's Kitchen,ครัวป้าแจ๊ว,海鲜餐厅,เขาตะเกียบ,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合海鲜爱好者,老板会介绍招牌菜、海鲜都好吃、只收现金,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Baan Ko Hua Hin,ร้านอาหารบ้านโก หัวหิน,海鲜餐厅,Naebkehardt Rd,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合家庭聚餐,9星评分、海鲜一绝、当地爷爷奶奶全家聚餐常去,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Bonnie,บอนนี่,海边咖啡馆,去华欣途中顺路,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合看海喝咖啡,白色系清新、花花草草很美、望着海喝东西惬意,泰国华欣七岩海边咖啡店,https://www.xiaohongshu.com/explore/64c7abcc000000000b02acbe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Chow Mong Restaurant,ร้านอาหารชาวมง,泰式餐厅,The Peri Hua Hin Hotel内,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合午餐,8星评分、带蟹肉的菜易卖光建议中午来,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Hawaii Sky Beach Cafe,ฮาวาย สกาย บีช,海边咖啡馆,距离华欣市中心38km开车50分钟,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合躺平看海,可以玩jet ski、茅草屋看烟雨朦胧意境满分,华欣附近自驾〡七岩海边摆烂躺的咖啡店,https://www.xiaohongshu.com/explore/6a8696c5000000002300d6d6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,It's Here Coffee House,อิตส์ เฮียร์ คอฟฟี่,创业咖啡店,七岩区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合年轻人/咖啡爱好者,温馨暖风格调、抹茶拿铁浓郁、从皮卡车创业到实体店,泰国🇹🇭华欣☕年轻人创业咖啡店,https://www.xiaohongshu.com/explore/68a5adec000000001d017e83?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Jhe Maew Pak Nam Pran,เจ๊แมว ปากน้ําปราณ,海鲜餐厅,距离华欣市中心23km海边,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合追求地道海鲜,海鲜新鲜做法丰富、价格性价比高、本地客居多,华欣附近〡Pran Buri海鲜店，碾压华欣所有,https://www.xiaohongshu.com/explore/6a91b78c000000002503d38d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Ka Phrao Hom,กาเผื่อหอม,泰式餐厅,市区,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合一人食/预算有限,打抛饭不辣、冬阴功汤稳定、人均约30元,"🇹🇭泰好吃❤️‍🔥泰国华欣吃饭记录
来华欣发呆看海吃什么🍽️🏝️🐳","https://www.xiaohongshu.com/explore/6a6c9f960000000025006cdc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6985a063000000001b01c455?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,KO Mark,โค มาร์ค,泰式餐厅,市区,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合多人聚餐,风很大、上菜速度快、白冬阴功出色,"来华欣发呆看海吃什么🍽️🏝️🐳
华欣🍽️这四家餐厅很值得🇮🇹🇹🇭","https://www.xiaohongshu.com/explore/6985a063000000001b01c455?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d7dfda0000000012020f2b?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Lek Seafood Restaurant,เล็กลีฟู้ด,海鲜餐厅,市区,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合多人聚餐,烤海鲜1斤起卖、沼虾很大、人均约70元,"🇹🇭泰好吃❤️‍🔥泰国华欣吃饭记录
华欣体验拉满","https://www.xiaohongshu.com/explore/6a6c9f960000000025006cdc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9198560000000020031289?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Lung Ja Seafood,ครัวลุงจ่า,海鲜大排档,华欣夜市内,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合夜市用餐,18:00-23:00营业、海鲜新鲜价格合理、可跟龙虾拍照,🦐华欣夜市不踩雷海鲜店推荐,https://www.xiaohongshu.com/explore/696b7a55000000000a02be76?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Medsai Coffee,เมดสาย คอฟฟี่,海边咖啡馆,距离华欣市中心34km开车50分钟,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合懒人躺,有秋千懒人躺、咖啡价格比北边两处咖啡店便宜,华欣附近自驾〡七岩海滩的鱿鱼干及大排档,https://www.xiaohongshu.com/explore/6a86b893000000001b032104?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,More Than Beach & Cafe,มอร์ แดน บีช,海边咖啡馆兼餐厅,距离华欣37km开车50分钟,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照/亲子,各种凹造型摆拍景色、海边可骑马、有鸭子穿梭店里,华欣附近自驾〡本地人的网红🦆海边咖啡店,https://www.xiaohongshu.com/explore/6a5494630000000022008f3b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Platoo Restaurant,ปลาตู่ว์餐厅,海边泰餐小馆,华欣到七岩路上靠近海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合海鲜爱好者,炸鲭鱼、咸蛋黄炒鱿鱼、玛莎曼咖喱、人均几十元,华欣DNA动了！这家海边泰餐小馆我可以追着吃,https://www.xiaohongshu.com/explore/6a6df9d70000000033037dc8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,Row Hou8e Cafe Hua Hin,โรล เฮ้าส์ หัวหิน,咖啡馆兼餐厅,Hua Hin 106 Alley,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合轻食/咖啡,6星评分、海鲜墨鱼面好吃、游客不多大多是当地人,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,SoulMarch,โซลมาร์ช,咖啡馆,七岩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照/休息,地方可爱、蛋糕和饮料便宜好吃好喝,七岩的咖啡店 ：泰国 咖啡店叫 ”SoulMarch,https://www.xiaohongshu.com/explore/64b66bb9000000003100a25d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,餐饮美食,TUMLAY Cafe and Bar,ทัมเลย์ คาเฟ่,网红海边咖啡厅,"Bang Kao, Cha-am District",51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照打卡,拍照特别出片、但咖啡厅简陋只有吧台和几把吧椅、需排队打卡,泰国｜华欣版的济州岛style咖啡厅,https://www.xiaohongshu.com/explore/61b743e5000000000102f3b9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,After Rain Coffee,After Rain Coffee Kanchanaburi,稻田咖啡厅,稻田区,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影游客,田园风出片圣地,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Chanchala,Chanchala Kanchanaburi,隐藏餐厅,市区外,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,猎奇游客,路边杂草中别有洞天、有小瀑布、酸辣鱼好吃、160元4道菜,北碧府隐藏餐厅,https://www.xiaohongshu.com/explore/6a5a404e000000000a039841?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,KEEREE TARA,KEEREE TARA Kanchanaburi,河边餐厅,桂河大桥附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,午餐游客,河边位置好、价格合理,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Meena Café,Meena Café มีนา คาเฟ่,稻田咖啡馆,虎穴寺对面稻田中,27,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/松弛感游客,可躺吃拍一下午、看寺庙和稻田、人均约100元,"北碧府的两家宝藏咖啡馆
北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
北碧府：泰国的宁静绿洲
北碧府一日游｜神树+寺庙+咖啡+桂河大桥
泰国值得去之北碧府（1）","https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cf9ef0000000001f0066b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,Sai Yok Punchan Coffee,Sai Yok Punchan Coffee Kanchanaburi,丛林树屋咖啡馆,树冠中,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,网红打卡游客,真正长在树冠里的咖啡馆、俯瞰北碧全景,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,餐饮美食,The Curve,The Curve Kanchanaburi,景观咖啡馆,死亡铁路附近,27,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,火车爱好者,可俯瞰铁路看火车驶过、有猫咪、三文鱼披萨好吃,北碧府的两家宝藏咖啡馆,https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
