行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
甲米府,餐饮美食,23°Coffee Roaster,咖啡馆,23°Coffee Roaster,奥南,咖啡休闲/轻食,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/685fabeb0000000020018d71?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：🇹🇭甲米︱骑摩托打卡4️⃣家宝藏小店
正文：[一R]23°Coffee Roaster(图1-3）
🥇实至名归的冠军店，🈶很多周边",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,快乐火锅,火锅与烧烤,แฮปปี้ ชาบู HAPPY SHA BU,甲米镇夜市内,火锅烧烤/多人聚餐,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/65d0598d00000000070270d4?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：在甲米每天都想吃的火锅🥘
正文：这家火锅在Google上搜：แฮปปี้ ชาบู HAPPY SHA BU 快乐火锅
我们住在奥南骑摩托车过去大概⏰半个小时",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Angel Gang,餐厅与本地美食,,,正餐/地方美食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a0deae3000000003601cef0?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：一篇攻略讲清甲米&皮皮岛怎么玩
正文：🍽️angel gang打抛饭和水果冰沙夯",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Baan Chang Cafe,咖啡馆,,,咖啡休闲/轻食,0,既有全量候选+本轮定向补采增强,"https://www.xiaohongshu.com/explore/6994435c000000000c035548?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d63aa4000000000b013a80?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a89335d00000000290189d7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a42a8e6000000000f0281e3?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷遛娃不费妈的游乐园选哪个
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】

「2」
标题：位于泰国甲米的动物园咖啡馆🐘
正文：今天来到位于泰国甲米动物区咖啡馆Baan Chang cafe & restaurants
入门票-
大人100baht
小孩 50baht
0-4岁 free
坐motor从ao nang beach到cafe差不多10分钟，位于大路旁很容易看见！非常适合亲子游，带小孩来体验喂大象🐘也能近距离看到狮子🦁狸猫🦝小鹿🦌是个不错的体验哟！之后可以到他们的咖啡馆坐坐喝咖啡☕️拍照📷打卡！
#跟动物亲密接触[话题]# #亲子游[话题]# #baanchang[话题]# #baanchangcafe[话题]# #krabi攻略[话题]# #krabi亲子游[话题]# #krabi好去处[话题]# #和小动物的亲密接触[话题]# #aonang[话题]# #aonangbeach[话题]#

「3」
标题：花100株近距离喂大象不香吗｜甲米小众咖啡馆
正文：一直在找花最少的💰就能看大象的地方，顺便还能遛娃！

🙋♀️我们是开着帆船环球的一家人，目前航行在甲米旅居，带着1岁多的小孩哥，遛娃就成了每天必备的事项。

📍 地址在图7，Baan Chang Cafe
这是一家餐厅（咖啡厅）里面有一个小型动物园，
有，大象🐘、狮子🦁、梅花鹿、浣熊🦝。

✍️门票100株/人，可以抵扣餐费。喂大象的香蕉🍌另花钱，买一框香蕉一家人就够了，近距离和大象拍照打卡，还是很出片的，小朋友也会喜欢。

👉店门口有停车的地方，建议自驾🚗或者摩托车🏍️过去，遛个小半天顺带午饭一起解决，也不会很晒，都有遮阴的。
唯一美中不足的就是，如果你想给大象洗澡或者骑大象拍照，这家是没有的，当然，咱就说门票才20元还要什么自行车，本就是想带孩子看看大象，用最少的💰[飞吻R]。

👍感谢🙏你的阅读，记得点赞收藏和评论哦，如果你对双体帆船船宿、跳岛巡航感兴趣，很欢迎你随时跳上我们的船⛵️！
#亲子旅行[话题]# #泰国甲米[话题]# #小众遛娃地[话题]# #保护野生大象[话题]# #甲米跳岛[话题]# #治愈系海岛生活[话题]# #船宿[话题]# #甲米咖啡店[话题]# #甲米大象咖啡[话题]# #分享[话题]#

「4*混合贴」
标题：清迈4天3晚亲子游｜第4次来清迈依然爱这里！
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Baan seafood restaurant,海鲜餐厅,Baan seafood restaurant,兰塔岛,海鲜正餐/聚餐,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/66890a53000000001c0279de?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：兰塔餐厅推荐 住pimalai必吃
正文：Baan seafood restaurant
盲点不踩雷  晚上10点才关门  还可以打包
量大  又好吃  ！每样都是平均以上水准
必点那个炸鸡翅  泰国人怎么这么会炸鸡
太香了  我吃了两份！
地址：就在711附近 往坡上有几十米就到了
⚠️只收现金哟～

❌唯一的缺点就是蚂蚁这些虫虫真的多
环境比较原始
爱吃的来  吹求环境的这里就避了吧
#兰塔岛攻略[话题]# #兰塔岛美食[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Banana house,餐厅与本地美食,,非热门街区81000 238 4203,正餐/地方美食,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/63c6b9a6000000001b02658a?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：🇹🇭甲米  Ao Nang奥南海滩宝藏餐厅推荐‼️
正文：Google地址：81000 238 4203, Ao Nang, Mueang Krabi District, Krabi 81000泰国
餐厅名字：Banana house

在奥南海滩非热门街区

非网红餐厅
这是甲米本地朋友带我们吃饭的餐厅
我儿子说很开心吃到非常美味的食物
这是非常适合来干饭的地方，我们每次点3-4个菜，都没有过踩雷。
老板会非常欢迎你的到来，从中文菜单的水平你会看得出来他是尊重中国文化的，如果你见到他本人你会认同我的看法，他对待各个国家的客人的热情和真诚总是发自内心。

说到菜单，他家的菜单真的满分💯，每一个菜都有图片和中文，拥有点菜自由是我儿子真正的快乐。我们每次去莱利海滩攀岩都会来这里吃饭喝酒。

有人问我好吃吗？千人千胃，每个人味觉体验都依赖个体的成长经验和观点，每个人的喜好都很独特，我无法对你负责。

我想就说一下对中国人来说平平无奇的炒空心菜，下锅两分钟我就能炒好，但是在泰国把蔬菜择得那么体面还烹饪得如此轻盈，已经完美。（我来过🇹🇭四次，在泰国其他餐厅你点个空心菜试试[笑哭R][笑哭R]）

推荐指数：⭐⭐⭐⭐⭐

图二：我们的账单单价 三个人消费925泰铢可见

小学生给菜单，食物，饮料，老板，服务员小哥哥，🐶狗子全部满分，我们希望这样的非网红餐厅能让更多人看到。

像当地人一样生活是我遛娃的旅行方式，喜欢美味的当地食物，希望我们的真实分享对你有价值。

#泰国甲米[话题]# #宝藏餐厅分享[话题]# #泰国菜[话题]# #亲子旅行[话题]#
#餐厅推荐[话题]# #餐厅推荐[话题]# #泰国菜[话题]# #泰国旅行[话题]# #甲米Krabi[话题]#
#甲米奥南[话题]#  #甲米美食[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Café Amazon,景观咖啡馆,Café Amazon คาเฟ่ อเมซอน,莱利海滩,景观咖啡/拍照休闲,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a79cffa000000003400fd36?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：（Krabi甲米）Café Amazon คาเฟ่ อเมซอน 🏔️
正文：（Krabi甲米）Café Amazon คาเฟ่ อเมซอน 🏔️
地址：2R6Q+G6Q, Ao Nang, Mueang Krabi District, Krabi 81000
营业时间：07:00-19:00 每天

坐船上岛到莱莉海滩 หาดไร่เลย์，跟着导航就可以到咖啡厅，我愿称之为最美的Amazon咖啡，一楼是空调房间中午热的时候可以坐在室内，二楼是观景台，极大地保留了景色！可以看到远处的石灰岩山和海景，门口就是沙滩，为了这个景色也非常值得，店员友善，饮品味道跟其他分店无差异，点了Iced Strawberry Matcha Latte（80泰铢）、Milky Strawberry Frappe（70泰铢） 价格比其他地方只贵了10泰铢，很棒我觉得很值得打卡！",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Cafe Thary,咖啡馆,,甲米镇,咖啡休闲/轻食,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a50b4680000000006021bb1?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：🇹🇭甲米，淡季配摩托车，性价比之王
正文：⭐️往前Cafe Thary休息下
⭐️หมูดีดเจ๊เยาว์ (เจ้าเก่าคลองเสียด)，路边一家很好吃的猪脚饭，小份60猪
⭐️翡翠池和蓝池，甲米小九寨，可以下水玩的“黄龙”，门票400猪
⭐️⭐️KhongThomNuea Hot Stream Waterfall，这个温泉瀑布很赞，200猪泡野温泉瀑布
返程可以去central krabi逛逛，商场规划的不错
❗️本日摩托车单边路程70公里，有点拉练体力

day4
⭐️nature garden按摩，休息，准备离开，这家手法一般，胜在环境好，小凉棚户外按摩，途中下了会雨，惬意。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Chang Racha Seafood,海鲜餐厅,,码头旁边；甲米镇,海鲜正餐/聚餐,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a8e8d160000000020033910?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：🇹🇭甲米｜避开奥南游客坑‼️小红书第一条
正文：来甲米别只扎堆奥南！挖到一家本地人常来的海边海鲜餐厅✨
📍Chang Racha Seafood
就在甲米镇码头旁边，吃完饭去码头坐船超方便

活海鲜现捞现称，价格实在，没有游客溢价
✅黄咖喱炒蟹，咖喱裹满蟹肉，味道浓郁
✅青口贝新鲜肥美，蘸泰式酸辣绝了
✅本地野菜也吃得惯，好吃爱吃
还有河景座位，吹着海风吃海鲜太舒服
少辣做法很适合带父母长辈来吃
不是网红店，国人很少，小红书第一条，谷歌4.9高分实至名归

甲米旅行｜甲米海鲜｜甲米镇美食｜甲米攻略",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Chef Chalong Restaurant,泰式与本地餐厅,Chef Chalong Restaurant,兰塔岛,泰式美食/地方风味,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/68ca2f56000000001301fcff?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：甲米兰塔岛｜网红餐厅红黑榜，有一家吃成VIP
正文：📍兰塔岛Chef Chalong Restaurant ,推荐🔥
已经吃成VIP了，老板额外送了炸香蕉给我们。地道泰餐，价格合理，海鲜什么的挺新鲜，虾饼，咖喱蟹，柠檬酸拌鱿鱼绝绝子。P7.8.9",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Choojii咖啡馆,咖啡馆,Choojii Coffee,Maharaj Fresh Market对面,咖啡休闲/轻食,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69f5dc08000000000f03ac00?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：甲米菜场门口Choojii咖啡馆
正文：✨这家店没有华丽的装修，却有最纯粹的灵魂！店主就是当地的咖啡农人，从种植、采摘到烘焙都一手包办。每一杯咖啡里都藏着对土地的热爱。
🥤他们家不只有咖啡，他们的泰式茶（Thai Tea）也超级浓郁，不喝咖啡的朋友也会爱上！
💖老板超级 Nice，如果你对咖啡感兴趣，他会很乐意跟你聊天，就像去老朋友家做客一样。
📍 坐标： 甲米 Maharaj Fresh Market 菜市场正对面。
（建议早上来市场吃个当地早餐，再顺手带走一杯早安咖啡，这才是最地道的甲米生活呀～☀️）
⏱ 时间： 07:30 - 16:30 (注意：周日关门哦！别跑空啦～)
✅菜单和导航在后图
#甲米旅行[话题]# #甲米[话题]# #甲米镇[话题]# #甲米美食[话题]# #甲米咖啡店[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,D'oasis Cafe,咖啡馆,,酒店内,咖啡休闲/轻食,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a51076c000000000f01eb1e?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：莱利海滩 流水日记
正文：吃完早餐之后计划绕着走一走，在D’oasis Cafe点了杯泰奶（150铢）和拿铁（120铢），再次感叹这岛上物价好高[捂脸R]，711的一个大杯泰奶只要45铢…..
但是喝着喝着感觉肚子不太对劲，应该是前一晚吃的711噗噗糖再次生效了，我一次性直接吃完了一袋，里面有4颗，我吃完才看到小红书上有人说一次吃一颗就好[笑哭R]，于是赶紧回酒店了……..
某人趁机在酒店里看起了法国vs摩洛哥这场比赛，姆巴佩真的太强了👍，看完比赛后这位哥直接睡着了，我自己到了餐厅点了份Pad Thai(270铢），比美食街80-100铢的价格高了不少，不过味道也更好吃一点，更多的是吃饭的时候正对着海景感觉特别惬意，吃完之后我去旁边的Cafe Amazon点了拿铁（80铢）和泰奶（60铢）带回酒店，选择的是少少甜，拿铁很好喝，泰奶稍淡了一点，选择少甜会更好一些。
下午就在沙滩上玩了一会儿，晚饭在美食街上的Railay Family Restaurant 解决了，点了malindjo leaves, 椰浆鸡汤，香蕉饼，烤玉米，不知道这个叫malindjo的叶子是什么，但是很新奇，好吃，椰浆鸡汤是目前在普吉和甲米吃到的最好喝的，汤的味道很平衡，味道没有过重过浓，汤里的蔬菜都很好吃，反而鸡肉没有怎么入味，香蕉饼和烤玉米不行，尤其是烤玉米，说是烤的，吃起来就是水煮的味道，但是一顿饭就吃了340铢，大概68rmb,很实惠了！
吃饭中途收到短信，12号普吉回上海的航班因为巴威被取消了[笑哭R]，匆匆茫茫改签了航班，希望不要再出现取消的情况了[合十R]…….周一还得上班，打工人的假期都是有时效的[捂脸R]
另外要吐槽一下莱利这里的兑换点，汇率是按4算的！比机场看到的还低，实在是很不划算[捂脸R]，我在ao nammao 码头那里都还是按4.2算的来着，但是因为这个岛上基本上只收现金，实在是没招，只能硬着头皮换完了[哭惹R]",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Diamond Cliff Beach Restaurant,海景餐厅,Diamond Cliff Beach Restaurant,兰塔岛,海景用餐/日落观景,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/694aac60000000001e02d03e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68ca2f56000000001301fcff?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：甲米餐厅合集【奥南&兰塔岛】
正文：2️⃣ Diamond Cliff Beach Restaurant ⭐️⭐️⭐️⭐️【封面图来源】
景色很好 没有预约直接去也有好位置
大概六点出头拍到日落很漂亮
咖喱软壳蟹还不错（咖喱种类选的panang curry）还是软壳蟹吃起来爽一点 咖喱配饭好吃
黑胡椒蓝蟹就一般 肉没有很多
炒粉是偏甜口的那类 我没有很喜欢 空心菜稳定发挥
菜品只有三星但景色可以加一星

「2*混合贴」
标题：甲米兰塔岛｜网红餐厅红黑榜，有一家吃成VIP
正文：【未在原帖标题或正文中定位到当前POI相关段落；该证据URL需复核】",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Family Seafood,海鲜餐厅,,,海鲜正餐/聚餐,0,既有全量候选,https://www.xiaohongshu.com/explore/6a0deae3000000003601cef0?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：一篇攻略讲清甲米&皮皮岛怎么玩
正文：🍽️family sea food 蟹肉咖喱夯",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Family Thaifood,餐厅与本地美食,,,正餐/地方美食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a7acc390000000033033677?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：以为普吉岛够美了，直到我去了泰国这里🏝️
正文：花火秀）——Family Thaifood（海鲜餐巨好吃）",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Family Thaifood & Seafood,海鲜餐厅,,海滩附近步行可达；奥南,海鲜正餐/聚餐,2,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a8d0d38000000000f03f968?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f0d311000000001a02d4b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a51076c000000000f01eb1e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6992a0950000000015021703?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a283081000000000e021800?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：甲米二刷海鲜大排档｜泰餐🦞
正文：谁懂啊！来甲米吃海鲜，不想被码头游客店宰，直接冲这家🔥
二刷依旧很满意，鲜活海鲜现点现做，明码标价，本地人也经常来吃。现在国人也很多啦

🏠店名：Family Thaifood & Seafood
⏰营业时间：11:00‑22:00
💰人均：200‑400泰铢

✨必点推荐
✅咖喱炒蟹🦀
招牌必点！浓郁金黄咖喱裹满蟹肉，鸡蛋碎沙沙的，酱汁拌饭直接炫两碗，辣度可以跟老板说调轻，长辈也能吃。

✅椒盐皮皮虾
外壳炸得酥香，蒜香十足，剥起来很香，下酒绝配。

✅芒果沙拉青木瓜沙拉🥗
酸辣开胃，解海鲜的腻，不吃辣记得提前说no spicy。

✅泰式炒空心菜
蒜香浓郁，泰餐必点素菜。

✅鸡肉菠萝炒饭🍍
米粒粒粒分明，菠萝清甜，不辣，适合长辈。

海鲜水池可以自己挑选活虾、龙虾，看得见的鲜活🦐
👉罗氏虾、花龙虾自选称重，标价清晰，记得看好单价再下单。

💡实用Tips
1️⃣明码标价，所有海鲜水池有价格牌，点菜确认价格再加工。
2️⃣可以调整辣度！带父母一定要说：less spicy / no spicy。挑食的爸爸都竖大拇指了[赞R]
3️⃣环境是露天大排档，烟火气足，晚上人多，饭点建议稍微早到。
4️⃣在奥南海滩附近，步行能到

甲米想吃性价比鲜活海鲜，避开专坑游客店，这家真心可以冲👍#泰国留学生活[话题]# #甲米美食[话题]#

「2」
标题：🇹🇭甲米奥南挖到宝这家家庭海鲜餐厅闭眼入
正文：来甲米奥南海滩度假，逛吃半天终于挖到本命海鲜餐厅！
没有网红店的溢价，全是本地人都爱去的宝藏小店，吃过直接列入二刷清单‼️
📍餐厅：Family Thaifood & Seafood
就在奥南海滩附近，步行几分钟就能到，逛海滩、玩累了直接冲，位置不要太方便
进店第一感受就是干净又舒服
区别于海边嘈杂脏乱的大排档，整个用餐区敞亮整洁，海鲜池也打理得干干净净，食材新鲜度肉眼可见，吃着完全放心上菜很快
海鲜盲点零踩雷，闭眼点都不亏！
尤其是店里的超大只皮皮虾，个头比手掌还长，壳薄肉厚，肉质紧实弹牙，鲜甜味直接拉满，海鲜控一口直接沦陷
不管是清蒸、椒盐还是泰式爆炒，都能吃出海鲜本身的鲜味儿
冬阴功汤、泰式咖喱蟹、炒空心菜这些经典泰菜，调味超地道，酸辣度刚刚好，下饭神器说的就是它！
服务态度真的狠狠圈粉💛
老板和店员都超热情友善，不会过度打扰但有需求随时回应，点餐时会贴心推荐，全程温柔又有耐心，完全不会有陌生感，旅行用餐体验感直接拉满
性价比也很在线，人均几十就能吃到撑 结束买单还送一包超大的榴莲糖 真的赚到了❤️
食材新鲜、口味在线、环境干净、服务贴心，在甲米奥南真的很难不爱
来甲米旅游，想吃地道泰餐+新鲜海鲜的宝子，这家直接锁死
别再挤网红店了，这家本地人私藏的家庭餐厅，才是奥南美食正确打开方式✅
#甲米美食[话题]# #奥南海滩美食[话题]# #泰国甲米攻略[话题]# #甲米海鲜餐厅[话题]# #泰国旅游[话题]# #甲米旅行攻略[话题]# #奥南探店[话题]# #泰国本地美食[话题]#
#100家探店计划[话题]#

「3*混合贴」
标题：莱利海滩 流水日记
正文：下午就在沙滩上玩了一会儿，晚饭在美食街上的Railay Family Restaurant 解决了，点了malindjo leaves, 椰浆鸡汤，香蕉饼，烤玉米，不知道这个叫malindjo的叶子是什么，但是很新奇，好吃，椰浆鸡汤是目前在普吉和甲米吃到的最好喝的，汤的味道很平衡，味道没有过重过浓，汤里的蔬菜都很好吃，反而鸡肉没有怎么入味，香蕉饼和烤玉米不行，尤其是烤玉米，说是烤的，吃起来就是水煮的味道，但是一顿饭就吃了340铢，大概68rmb,很实惠了！
吃饭中途收到短信，12号普吉回上海的航班因为巴威被取消了[笑哭R]，匆匆茫茫改签了航班，希望不要再出现取消的情况了[合十R]…….周一还得上班，打工人的假期都是有时效的[捂脸R]
另外要吐槽一下莱利这里的兑换点，汇率是按4算的！比机场看到的还低，实在是很不划算[捂脸R]，我在ao nammao 码头那里都还是按4.2算的来着，但是因为这个岛上基本上只收现金，实在是没招，只能硬着头皮换完了[哭惹R]

「4*混合贴」
标题：Krabi甲米游之奥南篇
正文：此前专门写了一篇，这里直接给结论，强烈推荐Family Thaifood&seafood，p2p3大排档式的餐厅，强推他们家Pad Thai，其他的也都很好吃，所有点的菜没有一个踩雷，价格也不贵，也是此次唯一二刷的餐厅。
3️⃣玩
👍洛克岛/哈岛：p4非常推荐，洛克岛不管是玻璃海还是沙滩都非常棒，团里安排的浮潜可以看到一些小鱼和珊瑚。🐷上直接找的一日游团，管接送。奥南主街随处可见旅游咨询，想要低价也可以现场聊。
👍镜湖：p5p6值得一去，水很清景色也不错，有种雨林探险的感觉，300铢租船200铢教练代划，建议找个教练帮划，省心省力，可以专注美景，全程玩下来大概1.5-2小时。
👎Khaothong Hill：p7，性价比一般，距离比较远，开车过去要40分钟，景色也谈不上惊艳，综合下来如果时间紧张的话可以不去。
👍蝙蝠洞半日游：强烈推荐，提前在🐷上报的项目，包含了探洞p8、绳降和攀岩，可能因为之前都没有过类似的体验，整体下来很爽很解压，当然运动量真的不算小。
除此以外，甲米还有射击、ATV等项目就看个人喜好了。

「5」
标题：甲米🇹🇭家庭餐厅Family Thaifood&Seafood
正文：被小红书种草的餐厅，就在酒店🏨隔壁
带娃亲子游，口味比较麻烦
不过孩子很喜欢
算是在甲米吃到最好吃的一家餐厅了
位置在奥南海滩
店名叫Family Thaifood & Seafood
📍可以直接用高德地图搜索“家庭餐厅”
推荐肉碎炸蛋 打抛饭 巴菇菜
不推荐咖哩蟹肉，小份没啥料
#泰国甲米[话题]#
#甲米美食[话题]# #甲米家庭餐厅[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
甲米府,餐饮美食,Go Deng Thai Noodles,面食与小吃,,Jungle Kitchen旁边,地方小吃/便捷用餐,2,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69fdfdee000000001a02decf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66eae7ec000000002603c51d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6722050b000000001b01148e?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：亚洲胃泰国分胃甲米上线记录📝
正文：3️⃣Go Deng Thai Noodles
就在Jungle旁边的一家店，面的口感类似徐州米线，汤底是甜的，但是桌子上有自制的油泼辣子，鸡腿牛肉都炖的很烂，经济实惠的小吃。

「2*混合贴」
标题：甲米美食｜原来吃了这么多 还有一家4天5顿
正文：位置：grab打车-Go deng Thai noodles或者沿着奥南海滩前面的路一直走到头左转再走1km
口味：比较甜，喜欢吃甜的一定会喜欢

[失望R]图7 白人菜/brunch⭐⭐
来甲米的第一顿 上午很多店没有开门 开门的大多数是brunch
不是很喜欢 寡淡寡淡的 严格控制饮食的好伙伴🉑

[偷笑R]图⑩ 泰国的韩国炸鸡 ⭐
位置：grab打车-crisp korean fried chicken&Halal Food Aonang
口味：真的实在想吃炸鸡再来吧 和国内没有可比性

[派对R][派对R][派对R]图8-9 泰国的酒/泰国的夜市小吃
👍来到新的地方怎么能不喝当地啤酒🍺
泰国经常见到的啤酒有三种chale/leo/singha 和国内的水啤差不多 这三个最好喝的是leo
不过711里能买到最好喝的是图⑧snowy ipa 苦度刚好

👍来到新的地方怎么能不逛当地夜市

「3」
标题：👏欢迎光临我的旅行朋友圈👏甲米美食版
正文：甲米的美食我觉得整体都比曼谷好
物价便宜真材实料的好吃😋
不是拉踩但真的几乎没有踩雷的
🌟🌟🌟🌟🌟甲米奥南夜市Ao Nang Landmark Night Market
首推首推！连续吃了两天！夜市的形式选择好多眼花缭乱！还有烤的鳄鱼肉！如果是吃泰国菜快炒摊的话，我推荐夜市最后面一排右边数过来第三家，最右边有一家水果店，我们的山竹在那里买的很新鲜。右边数过来第三家快炒店是我们盲选的，但是真的很好吃，我们连续吃了两天！烤鱼才200🐷一整条，但是里面真的很鲜甜而且没有刺，然后还很喜欢青木瓜沙拉，总之这里没有踩雷的都很好吃！差不多4-500🐷就可以吃饱！
🌟🌟🌟🌟🌟 Family Thaifood & Seafood
小红书超多人推荐的一家，我觉得是好吃的，椒盐大虾真的是招牌菜，鱿鱼和看起来平平无奇的炒饭也都还不错，另外我很喜欢coconut milkshake
🌟🌟🌟🌟 Kodam Kitchen
我们落地甲米吃的第一家，因为没有跟后面的做对比，所以我记忆中这一家属于好吃的一般，但是菜都没有踩雷，咖喱蟹没有曼谷的好吃，但是性价比不错，芒果糯米饭和炸猪肉都还行
🌟🌟🌟🌟 Go Deng Thai Noodles
这家是泰国的船面，我觉得也蛮有特色的，汤头很浓郁，我个人更加喜欢鸡爪和鸡腿汤面，炖得更加软烂
🌟🌟🌟 The Best One PadThai
因为排队太多人了，所以我觉得不太值，总体来说也算是吃得过去，padthai果然是最佳，但是口味总体比较辣
🌟🌟🌟🌟🌟 Ruen Sukhothai Massage Centre
也来推荐一家我喜欢的按摩店，连续去了两个晚上，按脚按肩背都很不错，店里还有淡淡的清凉有味道闻着很舒服，服务也很友好。来按摩的人还挺多的，最好晚上吃饭前先去预约上￼
#体验派人生[话题]# #不想上班[话题]# #泰国旅行[话题]# #甲米美食[话题]# #旅行朋友圈[话题]# #开心快乐每一天[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
