行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
素可泰府,交通服务,素可泰新城汽车站,Sukhothai Bus Terminal,汽车站,离历史公园14公里,5,"11元彭世洛到素可泰巴士攻略~~
曼谷市区坐大巴到素可泰
彭世洛-素可泰的公共交通详解
从彭世洛如何去素可泰？超详细坐车攻略
🔥素可泰交通全攻略| 彭世洛→老城往返指南","https://www.xiaohongshu.com/explore/69be9c73000000002102dadf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980b686000000001a021946?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66b784570000000005031c09?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6948c263000000001e03a321?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d44e43000000001a007e4a?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,交通服务,牛洞寺接待处,,交通节点与游船服务,拜县与夜丰颂之间,1,泰国牛洞寺禅修最全攻略～旅拍,https://www.xiaohongshu.com/explore/694ad023000000001e024079?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
夜丰颂府,交通服务,清迈长途汽车站(Chiang Mai Arcade2),,汽车与巴士站,清迈,1,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,交通服务,春蓬火车站,Chumphon Railway Station,火车站,市区,1,春蓬火车站到春蓬码头（150🐷，皮卡车）,https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,交通服务,春蓬机场,Chumphon Airport,机场,市区附近,3,"【泰国春蓬至龟岛出行全攻略】深度解析，避免
🇹🇭春蓬｜比苏梅更安静的度假天堂💙
我终于知道为什么涛岛的中国人那么少了","https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f233610000000005000e10?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,交通服务,春蓬码头,Chumphon Pier (Lomprayah),码头,市区附近,4,"春蓬火车站到春蓬码头（150🐷，皮卡车）
从曼谷苏万那普机场坐火车到涛岛的行程
我终于知道为什么涛岛的中国人那么少了
春蓬🌴🌊","https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d94b50000000001b03e2e6?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,交通服务,曼谷新火车站,Bangkok New Railway Station,火车站,曼谷,1,从曼谷苏万那普机场坐火车到涛岛的行程,https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
春蓬府,交通服务,涛岛码头,Koh Tao Pier,码头与渡轮,涛岛,2,"【泰国春蓬至龟岛出行全攻略】深度解析，避免
我终于知道为什么涛岛的中国人那么少了","https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,交通服务,大城府火车站,Ayutthaya Railway Station,火车站,城区中心,8,"泰国🇹🇭大城府民宿推荐-罗望子宾馆
大城府两日游，民宿推荐
202508 泰国大城府必经码头 美味烫嘴早点摊
曼谷大城府一日游极简攻略
#游玩攻略[话题]#
1、游玩交通
曼谷｜坐火车从曼谷去大城府一日游
第一步：出","https://www.xiaohongshu.com/explore/69f7262a000000003502687f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d16947000000000e021ae7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a08a6d000000001d00f02b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8529280000000028004615?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,交通服务,Ayutthaya Train Station Pier,ท่าเทียบเรือสถานีรถไฟอยุธยา,码头,火车站对面小巷,4,"泰国🇹🇭大城府民宿推荐-罗望子宾馆
202508 泰国大城府必经码头 美味烫嘴早点摊
曼谷大城府一日游极简攻略
#游玩攻略[话题]#
1、游玩交通
曼谷｜坐火车从曼谷去大城府一日游
第一步：出","https://www.xiaohongshu.com/explore/69f7262a000000003502687f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a08a6d000000001d00f02b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8529280000000028004615?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,交通服务,Chao Phrom Market Pier,Chao Phrom Market Pier,码头,河对岸,1,曼谷大城府一日游极简攻略,https://www.xiaohongshu.com/explore/66c0bea2000000000503b577?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,交通服务,Minibus Station,Minibus Station Chatuchak,汽车站,曼谷Mo Chit附近,2,"从曼谷到大城 正确的打开方式
大城回曼谷必看！一张地图看完立省200🐷","https://www.xiaohongshu.com/explore/6a76b9f500000000260349d3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/697e237b000000000c0368a9?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
大城府,交通服务,December house租车行,December house,租车与自驾服务,河对岸,1,推荐阿育陀耶的一家租车行,https://www.xiaohongshu.com/explore/695f35e0000000001a02966c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,交通服务,Hat Yao Pier,Hat Yao Pier,码头,长滩,2,"🇹🇭 泰国董里 | 99%游客不知道的宝藏
一张图看懂董里的岛怎么玩","https://www.xiaohongshu.com/explore/698f1beb000000001a028c27?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,交通服务,Khuan Tung Ku Pier,Khuan Tung Ku Pier,码头,甘当区,2,"🇹🇭 泰国董里 | 99%游客不知道的宝藏
一张图看懂董里的岛怎么玩","https://www.xiaohongshu.com/explore/698f1beb000000001a028c27?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
董里府,交通服务,Pak Meng Pier,Pak Meng Pier,码头,市区,2,"一张图看懂董里的岛怎么玩
超级适合度假的奈岛⛱️","https://www.xiaohongshu.com/explore/67430b4200000000070280a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6708b6da000000001a021d67?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,交通服务,罗勇老汽车站,Rayong Old Bus Terminal,汽车站,紧邻星光夜市,1,罗勇｜班佩码头双条车完整版攻略✨（本地人平,https://www.xiaohongshu.com/explore/6a6de6a50000000025016000?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
罗勇府,交通服务,Ao Prao Pier,Ao Prao Pier,私人码头,萨凯酒店专属,2,"沙美岛-萨凯酒店sai kaew beach resort
🇹🇭 试试把沙美岛AoPrao海滩说明白","https://www.xiaohongshu.com/explore/693f4250000000001e034566?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65cf93e4000000002d001ba8?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
宋卡府,交通服务,Hatyai Bus Terminal 1,Hatyai Bus Terminal 1,巴士总站,市区,1,穷游第12天泰国（合艾-宋卡）暮色打卡,https://www.xiaohongshu.com/explore/66b1fe8b0000000005022d1b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
