行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
北碧府,交通服务,桑卡武里县汽车站,巴士站,Sangkhla Buri Minibus Terminal,孟族村附近,前往孟族村游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：全网首发，泰国北碧府3天2夜自助游攻略
正文：Sangkhla Buri Minibus Terminal（桑卡武里县汽车站）",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
北碧府,交通服务,Nam Tok 火车站,火车站,Nam Tok Train Station,桂河,城际交通/到达离开,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/66e90b8d000000001e01bfc6?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：花了5块钱，从曼谷坐火车去北碧看神仙瀑布
正文：🚇从曼谷hon Buri站到北碧Nam Tok站
搭乘普通列车257次，早上07:45从曼谷吞武里火車站出发，到达北碧府的瀑布站时间是12:05。
·
🚇从北碧回到曼谷
可搭乘第二天的 258次列车
列车从 Nam Tok站发车，时间为下午 13:00。
将到达曼谷hon Buri站，预计到达时间为下午 17:40。
·
✅北碧的神仙瀑布",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,交通服务,Tham Krasae 火车站,火车站,Tham Krasae Train Station,桂河,城际交通/到达离开,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a648900000000000100f5bc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0171f4000000003503a13a?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：花200泰铢，坐上泰国最美铁路！
正文：11:36 到达 Tham Krasae（甲赛站）

「2*混合贴」
标题：曼谷至北碧一日往返火车旅行体验
正文：大概11点左右先经过Thamkrasae Train Station的小站，这时列车会减速并进入泰缅铁路著名的“死亡铁路”路段，因为二战时期有10万劳工和战俘修建这段铁路而长眠于此而得名。其实是一段木质单轨铁路桥梁（图7
[四R]11:30到达终点站Nam Tok，停靠3小时，可玩Sai Yok瀑布（图9）。记得带泳衣、拖鞋。瀑布下面是小溪湿地可踩水，很多本地人露营。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,交通服务,Wang Pho火车站,火车站,Wang Pho Station,孟族村附近,深度游游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：全网首发，泰国北碧府3天2夜自助游攻略
正文：Wang Pho（Wang Pho火车站）

频道内影片均为路客独立拍摄剪辑
感谢订阅分享我的频道和影片",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
春蓬府,交通服务,春蓬火车站,火车站,Chumphon Railway Station,市区,中转游客,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：春蓬火车站到春蓬码头（150🐷，皮卡车）
正文：到达春鹏火车站后，不要慌，怎么去码头。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
春蓬府,交通服务,春蓬机场,机场,Chumphon Airport,市区附近,飞机抵达/离开,3,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f233610000000005000e10?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：【泰国春蓬至龟岛出行全攻略】深度解析，避免
正文：春蓬机场交通指南：
春蓬机场往市区班车只有一班，错过可能意味着需支付更高的出租车费用。建议出发前与酒店确认是否提供接驳服务。
涛岛船票预订秘籍：
涛岛回春蓬的船班次一天仅两班，建议至少提前两三天预订，以免耽误行程。
春蓬至曼谷火车预订策略：
晚上12点左右的火车卧铺票抢手，建议至少提前一周预订。
曼谷住宿建议：
选择靠近考山路的酒店，方便凌晨到达后的休息和探索。

「2」
标题：🇹🇭春蓬｜比苏梅更安静的度假天堂💙
正文：✈️ 曼谷飞春蓬只要一小时，也可以选择火车/大巴。 春蓬机场真的很迷你，一天只有1-3个航班，所以很便捷和快速。

我买的是【FAME】这家的minibus去春蓬市里的车票，300泰铢/人，最后附上攻略p14-18
✅🎫STEP：
下机直接出arrival门➡️往前走两三步➡️左手边能看到靠窗的三个柜台➡️购买车票/船票（根据自己的出行需求）

【重点来了】
🚏FAME家的minibus没有固定的上下车点，你告诉工作人员目的地，司机会按顺序一一送到。
⌛️大约半小时一班。一般下飞机的第一班当地人都会提前预约订满，有LINE或泰国本地电话卡的宝儿建议提前预约！！！
🔴市里回机场也可以坐minibus，但需要通过LINE/电话预约！

💡唯一的缺点是春蓬府的公共交通不发达。
到市里后直接租摩托车roadtrip，想去哪就去哪[偷笑R]真的比想象中chill太多～几乎没游客捏💚

#户外十一漫游[话题]# #这次旅行local一下[话题]# #泰国旅行[话题]# #小众旅行地[话题]# #泰兰德女孩[话题]# #旅游攻略[话题]# #春蓬府[话题]# #逃离城市计划[话题]# #背包客[话题]# #日常生活中的浪漫瞬间[话题]#

「3*混合贴」
标题：我终于知道为什么涛岛的中国人那么少了
正文：春蓬机场坐🚌到春蓬码头1.5h
💰250泰铢/人
前后差不多又花2h😅
春蓬机场是真的小，还没有大学食堂大
🔴Step4",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
春蓬府,交通服务,春蓬客运站,汽车与巴士站,Chumphon Bus Terminal,春蓬区,城际交通/到达离开,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69e26ba0000000001f002c6a?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：泰国春蓬府 两个回曼谷的大巴枢纽站
正文：谷歌地址 Chumphon Bus Terminal
สถานีขนส่งผู้โดยสารปฐมพร จังหวัดชุมพร
22/52, Moo 1, Phetkasem Road, Tambon Khun Krathing, Amphoe Mueang Chumphon, Chumphon, 86190",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
春蓬府,交通服务,春蓬码头,码头,Chumphon Pier (Lomprayah),市区附近,涛岛中转,4,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d94b50000000001b03e2e6?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：春蓬火车站到春蓬码头（150🐷，皮卡车）
正文：会有一个身穿Lomprayah公司的工作人员在火车站问你要不要去码头（码头地址图2，谷歌地图一搜）
然后皮卡车30分钟送到码头。
150🐷+船票750🐷#春蓬[话题]# #

「2*混合贴」
标题：从曼谷苏万那普机场坐火车到涛岛的行程
正文：苏梅岛从这上船。在码头要等近3小时，有室外躺椅，椅子可休息，但蚊子多（备好药喷！）。8点换票登船，船票是在Lomprayah官刚上预订的，也可在淘定上定。船是双体快船，2小时到涛岛。快靠岸时看到海水

「3*混合贴」
标题：我终于知道为什么涛岛的中国人那么少了
正文：春蓬机场坐🚌到春蓬码头1.5h
💰250泰铢/人
前后差不多又花2h😅

「4*混合贴」
标题：春蓬🌴🌊
正文：住的Nana beach resort，离春蓬码头四十分钟车程，离市中心也要20分钟车程。交通好像确实不太方便，不过不影响，码头有车可以送到酒店",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
春蓬府,交通服务,曼谷新火车站,火车站,Bangkok New Railway Station,曼谷,火车中转,1,20260901二三线目的地缺口续采,https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：从曼谷苏万那普机场坐火车到涛岛的行程
正文：自由行从苏万那普国际机场Suvarnabhumi International Airport去涛岛Koh Tao的经历。下午2:30飞机在曼谷机场落地，从廊桥下飞机，沿指引牌（有中文）到海关口过关。到行理盘取行理后，到一楼找到在淘宝定的的车公司，服务人员会给你一张乘车纸条，到指定的出口处乘车去曼谷新火车站。火车票是在淘宝上预定的卧铺单间，上下卧。到曼谷火车站后，你可选择在正门或4号门（售票处）下车，4号门更方便。我是从正门下车的，因外语不好，交流不畅，用了40分钟才找到侯车厅，泰国火车站服务人员都很热情，有一些还会中文。为了了解火车站的详情，我仔细走遍车站各处，并拍照加文字说明如何找侯车厅及站台，。大家可以看照片说明，找到“E”登车口（7
晚7:50开始检票上车，到站台上会有大牌子放在各车厢门口指示车厢号，找到自己的车厢上车，找到卧铺单间。车是老火车高度2米多，但干净。务员会给换上刚消毒的床单、枕套、毛毯。房间有洗手池，很方便。怕坐过站，提前让服务员到站叫我们。一夜无话，4点多到春蓬站，下车出站。春蓬站很小无候车厅。下车后准备打车时，一个人问我的是否去码头，我们用半懂的英语交流后，明白从火车站到码头每人150泰株（30元），价格都一样。和2个老外（欧州年轻人），上了丰田皮卡车，我们坐里面，老外在车斗里。40分钟到春蓬码头，司机帮拿行理后热情道别。码头是Lomprayah 公司自己家码头，到涛岛、苏梅岛从这上船。在码头要等近3小时，有室外躺椅，椅子可休息，但蚊子多（备好药喷！）。8点换票登船，船票是在Lomprayah官刚上预订的，也可在淘定上定。船是双体快船，2小时到涛岛。快靠岸时看到海水、南园岛（涛岛边小岛）、涛岛，美！",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
春蓬府,交通服务,涛岛码头,码头与渡轮,Koh Tao Pier,涛岛,码头换乘/乘船出海,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：【泰国春蓬至龟岛出行全攻略】深度解析，避免
正文：涛岛码头等待策略：
回程离岛时，拿到涛岛船票后，无需急于排队。涛岛码头设有餐厅和休息区，你可以在舒适的环境中享用饮品，如一杯新鲜的果汁，同时留意船只到港信息。待船只完成落客，再从容前往检票登船，享受一个轻松的等待时光。
春蓬至涛岛车船连票攻略：

「2*混合贴」
标题：我终于知道为什么涛岛的中国人那么少了
正文：春蓬码头坐船🚢到涛岛码头1.5h
💰750泰铢/人
前后差不多又花了2-3h
去岛上的船基本上都是上下午各一班
‼️去涛岛的🚢早上7:00/下午13:30‼️
你需要提前30min用大巴车票去换🎫船票，填写信息，然后工作人员会给你贴上已检票的标识（可以买vip优先上船选座）
差不多提前15分钟你就可以开始排队上船了，vip不用排队。
人超级多，大件行李可以放行李舱，像我18寸的还得提着，如果去二楼吹风就得提到2楼。",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
