行政区,POI业务类型,POI名称,POI泰文名称,POI细分类型,地理位置描述,名称直接命中帖子数（非热度）,证据样例标题,证据样例URL,重要口径
巴蜀府,餐饮美食,KO Mark,โค มาร์ค,泰式餐厅,市区,2,"来华欣发呆看海吃什么🍽️🏝️🐳
华欣🍽️这四家餐厅很值得🇮🇹🇹🇭","https://www.xiaohongshu.com/explore/6985a063000000001b01c455?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d7dfda0000000012020f2b?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Lek Seafood Restaurant,เล็กลีฟู้ด,海鲜餐厅,市区,2,"🇹🇭泰好吃❤️‍🔥泰国华欣吃饭记录
华欣体验拉满","https://www.xiaohongshu.com/explore/6a6c9f960000000025006cdc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9198560000000020031289?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Lung Ja Seafood,ครัวลุงจ่า,海鲜大排档,华欣夜市内,1,🦐华欣夜市不踩雷海鲜店推荐,https://www.xiaohongshu.com/explore/696b7a55000000000a02be76?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Medsai Coffee,เมดสาย คอฟฟี่,海边咖啡馆,距离华欣市中心34km开车50分钟,1,华欣附近自驾〡七岩海滩的鱿鱼干及大排档,https://www.xiaohongshu.com/explore/6a86b893000000001b032104?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,More Than Beach & Cafe,มอร์ แดน บีช,海边咖啡馆兼餐厅,距离华欣37km开车50分钟,1,华欣附近自驾〡本地人的网红🦆海边咖啡店,https://www.xiaohongshu.com/explore/6a5494630000000022008f3b?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Platoo Restaurant,ปลาตู่ว์餐厅,海边泰餐小馆,华欣到七岩路上靠近海滩,1,华欣DNA动了！这家海边泰餐小馆我可以追着吃,https://www.xiaohongshu.com/explore/6a6df9d70000000033037dc8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,Row Hou8e Cafe Hua Hin,โรล เฮ้าส์ หัวหิน,咖啡馆兼餐厅,Hua Hin 106 Alley,1,🇹🇭华欣｜隐藏海鲜小馆（附地址）,https://www.xiaohongshu.com/explore/6a8e784f000000002502601d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,SoulMarch,โซลมาร์ช,咖啡馆,七岩,1,七岩的咖啡店 ：泰国 咖啡店叫 ”SoulMarch,https://www.xiaohongshu.com/explore/64b66bb9000000003100a25d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,餐饮美食,TUMLAY Cafe and Bar,ทัมเลย์ คาเฟ่,网红海边咖啡厅,"Bang Kao, Cha-am District",1,泰国｜华欣版的济州岛style咖啡厅,https://www.xiaohongshu.com/explore/61b743e5000000000102f3b9?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,交通服务,曼谷阿皮瓦中央车站,Krung Thep Aphiwat Central Terminal,新火车站,MRT蓝线Chatuchak Park附近,1,泰国华欣攻略,https://www.xiaohongshu.com/explore/6a8ff731000000001f01f5e6?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Ace of Hua Hin Resort,爱斯华欣度假村,豪华度假酒店,市区往北12公里,2,"周末华欣Ace of Hua Hin resort酒店躺平
泰国华欣海滩度假村酒店初体验～","https://www.xiaohongshu.com/explore/6791c42a0000000018007fa3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67756d800000000014024e2c?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Avani+ Hua Hin Resort,阿瓦尼+华欣度假村,网红风格度假村,距离华欣夜市一段距离,1,亲子旅行✈️华欣Avani+ Hua Hin Resort房间,https://www.xiaohongshu.com/explore/691fda59000000001e02dc6d?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Centara Life Cha-Am Beach Resort,盛泰乐生活七岩海滩度假村,海滨度假村,宁静的七岩海岸,1,逃离曼谷，在七岩过一个慢悠悠的海边周末,https://www.xiaohongshu.com/explore/6a8e8b1a0000000012011de7?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Dusit Thani Hua Hin,华欣都喜天丽度假村,泰国本土品牌度假村,距离华欣市区20-30分钟车程,2,"亲子旅行✈️华欣Avani+ Hua Hin Resort房间
亲子旅行✈️在泰国皇室后花园白人式度假","https://www.xiaohongshu.com/explore/691fda59000000001e02dc6d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68b50f34000000001b023f33?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Hyatt Regency Hua Hin,华欣凯悦度假村,五星级度假村,离Cicada夜市很近,1,🇹🇭华欣凯悦Hyatt regency Hua Hin,https://www.xiaohongshu.com/explore/66727587000000001c029c0a?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Let's Sea Hua Hin,莱茨海华欣酒店,设计感酒店,筷子山片区,1,泰国华欣Verso｜颜值在线，这些细节要注意,https://www.xiaohongshu.com/explore/69d36be6000000001a035cb3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Sheraton Hua Hin Resort & Spa,华欣喜来登水疗度假酒店,六善底子喜来登运营,位置偏远,2,"世界第一家六善
泰国华欣 喜来登水疗度假酒店","https://www.xiaohongshu.com/explore/6a1aa305000000003601f2b2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6974970000000006013420?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Siriam Guest House,西里阿姆宾馆,经济型宾馆,希尔顿附近/步行到夜市几分钟,1,从曼谷花9元坐6个多小时火车去趟华欣值吗？,https://www.xiaohongshu.com/explore/6445161c00000000120336e3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Subhamitra Hotel Hua Hin,素帕米特拉酒店,经济型酒店,离火车站近,3,"嘿嘿！来泰兰德半个月做了八次马杀鸡
华欣七岩｜适合“消失式度假”的酒店
泰国华欣攻略","https://www.xiaohongshu.com/explore/66321a7b000000001e019a44?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/699e97f6000000002203833b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8ff731000000001f01f5e6?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,康养SPA,The Barai Spa,เดอะ บาราย สปา,SPA与水疗,凯悦酒店内,1,按了个摩,https://www.xiaohongshu.com/explore/696ba0cc000000000b011a24?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,The Regent Cha am Beach Resort,丽晶七岩海滩度假村,海滨度假村,靠近七岩海滩,1,华欣DNA动了！这家海边泰餐小馆我可以追着吃,https://www.xiaohongshu.com/explore/6a6df9d70000000033037dc8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
巴蜀府,住宿酒店,Verso Hotel,韦尔索酒店,蓝白ins风酒店,筷子山片区,1,泰国华欣Verso｜颜值在线，这些细节要注意,https://www.xiaohongshu.com/explore/69d36be6000000001a035cb3?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,After Rain Coffee,After Rain Coffee Kanchanaburi,稻田咖啡厅,稻田区,1,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Chanchala,Chanchala Kanchanaburi,隐藏餐厅,市区外,1,北碧府隐藏餐厅,https://www.xiaohongshu.com/explore/6a5a404e000000000a039841?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,KEEREE TARA,KEEREE TARA Kanchanaburi,河边餐厅,桂河大桥附近,1,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Meena Café,Meena Café มีนา คาเฟ่,稻田咖啡馆,虎穴寺对面稻田中,5,"北碧府的两家宝藏咖啡馆
北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
北碧府：泰国的宁静绿洲
北碧府一日游｜神树+寺庙+咖啡+桂河大桥
泰国值得去之北碧府（1）","https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cf9ef0000000001f0066b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,Sai Yok Punchan Coffee,Sai Yok Punchan Coffee Kanchanaburi,丛林树屋咖啡馆,树冠中,1,🌿【北碧府：泰国的隐世治愈系秘境】🌿,https://www.xiaohongshu.com/explore/68b961df000000001b021544?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,The Curve,The Curve Kanchanaburi,景观咖啡馆,死亡铁路附近,1,北碧府的两家宝藏咖啡馆,https://www.xiaohongshu.com/explore/6a5317a9000000000803f38c?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,The Village Farm To Café,The Village Farm To Café Kanchanaburi,玻璃屋餐厅,桂河死亡大桥附近,1,去泰国🇹🇭北碧府不能错过的一家漂亮饭,https://www.xiaohongshu.com/explore/6a73e60f0000000012010fa4?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,餐饮美食,ร้านต้นประดู่&หมูกะทะ กาญจนบุรี,Ton Pradu & Moo Krata Kanchanaburi,猪锅餐厅,市区,1,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,购物商业,桂河夜市,Kwai River Night Market,夜市,桂河大桥附近,1,北碧府：泰国的宁静绿洲,https://www.xiaohongshu.com/explore/69046ffe0000000004000821?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,购物商业,桑卡武里县夜市,Sangkhla Buri Walking Street,夜市,孟族村附近,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,购物商业,JJ火车夜市,JJ Night Market Kanchanaburi,夜市,火车站附近,2,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
🇹🇭北碧府四天三夜背包旅行攻略—P1","https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,北碧府汽车站,Kanchanaburi Transportation,巴士站,市区,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,北碧火车站,Kanchanaburi Station,火车站,市区,1,🇹🇭北碧府四天三夜背包旅行攻略—P1,https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,桂河大桥站,Saphan Kwae Yai Station,火车站,桂河大桥旁,1,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,甲赛站,Tham Krasae Station,火车站,死亡铁路悬崖段,1,花200泰铢，坐上泰国最美铁路！,https://www.xiaohongshu.com/explore/6a648900000000000100f5bc?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,曼谷南部巴士总站,Sai Tai Mai Bus Terminal,巴士站,吞武里区,1,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，",https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,桑卡武里县汽车站,Sangkhla Buri Minibus Terminal,巴士站,孟族村附近,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,交通服务,Wang Pho火车站,Wang Pho Station,火车站,孟族村附近,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,景点观光,茉莉之城,Mallika R.E 124 เมืองมัลลิกา,复古主题公园,市区外,2,"北碧府tips
曼谷出发🚗2.5h 打卡这座小众宝藏小城","https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,景点观光,Skywalk Kanchanaburi City,Skywalk Kanchanaburi City,玻璃栈道观景台,市区,1,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，",https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,北碧府纳提河滨酒店,Natee The Riverfront Hotel Kanchanaburi,河景酒店,桂河大桥附近,1,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Binlha Raft Resort,Binlha Raft Resort Kanchanaburi,水屋民宿,桂河上,1,北碧府酒店3家 人均200,https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Contemporary Villas Floating on River Kwai,Contemporary Villas Floating on River Kwai,高端水上别墅,桂河上,1,曼谷出发🚗2.5h 打卡这座小众宝藏小城,https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Cross River Kwai X2,Cross River Kwai X2 Kanchanaburi,高端漂浮酒店,桂河中段,1,泰国旅游攻略 之 北碧府住宿,https://www.xiaohongshu.com/explore/63b5a991000000001c0379fe?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Good Times Resort,Good Times Resort Kanchanaburi,市区酒店,桂河大桥附近,1,北碧府2天1夜佛系3人自由行（交通篇）,https://www.xiaohongshu.com/explore/6690000f0000000025004480?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,Kanchanaburi City Hotel,Kanchanaburi City Hotel,市区酒店,汽车站旁,1,北碧府tips,https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,No.9 Hostel Kanchanaburi,No.9 Hostel Kanchanaburi,青旅,市区,1,🇹🇭北碧府四天三夜背包旅行攻略—P1,https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Kwai Jungle Rafts Floating Hotel,River Kwai Jungle Rafts Floating Hotel,原生态水屋,桂河上游,3,"泰国值得去之北碧府（1）
恐怖体验：泰国朋友直呼下次不来了
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/65a228d2000000001a02a44c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66161888000000001a00f72d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Kwai Resotel,River Kwai Resotel Kanchanaburi,连锁度假村,桂河上游,2,"北碧府酒店3家 人均200
泰国亲子游｜坐船入住北碧府超Chill的民宿","https://www.xiaohongshu.com/explore/66e3080500000000250339f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67a20c48000000001800d914?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,River Life Resort,River Life Resort Kanchanaburi,河滨度假村,桂河沿岸,1,🇹🇭北碧府避世河滨悠闲周末住宿篇,https://www.xiaohongshu.com/explore/66a1ab3300000000270126b1?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
北碧府,住宿酒店,V1 Boutique Hotel Kanchanaburi,V1 Boutique Hotel Kanchanaburi,精品酒店,汽车站旁,1,全网首发，泰国北碧府3天2夜自助游攻略,https://www.xiaohongshu.com/explore/6852ada4000000002400ed0f?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Bucolic Khao Yai,Bucolic Khaoyai,咖啡馆/牧场,北冲县,3,"泰国小瑞士！考艾3天2夜自驾之旅
五一不知道去哪？那你应该看看泰国巴冲
考艾4天3晚攻略～ （下篇）","https://www.xiaohongshu.com/explore/6a509ae8000000002201b49f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6995f441000000000a03f007?xsec_token_redacted=1&xsec_source=pc_dots",本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Cook & Coff @Khlong Phai,Cook & Coff @Khlong Phai,餐厅/咖啡馆,北冲县,1,考艾｜可以眺望水库的泰北料理餐厅,https://www.xiaohongshu.com/explore/69b6aa41000000002102fd2a?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Dairy Home,Dairy Home Khao Yai,餐厅/甜品店,北冲县,1,泰国考艾亲子攻略｜自然×农场×美食一次满足,https://www.xiaohongshu.com/explore/695cb06f000000001a023951?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
呵叻府,餐饮美食,Khao Yai Tree House,Khao Yai Tree House,餐厅与本地美食,北冲县,1,五一不知道去哪？那你应该看看泰国巴冲,https://www.xiaohongshu.com/explore/69b97d18000000001d019312?xsec_token_redacted=1&xsec_source=pc_dots,本表只含现库未命中、固定实体、且引用小红书正文直接命名的新增候选；不等于已完成Google事实核验
