行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
北碧府,购物商业,JJ火车夜市,JJ Night Market Kanchanaburi,夜市,火车站附近,27,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,傍晚游客,物价友好、10泰铢一袋水果、可体验露天马杀鸡,"北碧府3天2晚！桂河大桥、爱侣瀑布、死亡铁路一站打卡
	
这是原先打算走的行程，
🇹🇭北碧府四天三夜背包旅行攻略—P1","https://www.xiaohongshu.com/explore/6a510fbf0000000017008e06?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67e40184000000001d018e56?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,春蓬夜市,Chumphon Night Market,夜市,Aphakornkiatiwong Park公园门口,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,美食爱好者,"水果摊莲雾60泰铢/kg,榴莲100泰铢/kg,没啥踩雷","未被“网红化”的泰国/春蓬府
🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰国小众地春蓬🇹🇭千字旅游攻略真心大放送","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,BIG ONE superstore,BIG ONE superstore,超市,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,购物,"又便宜又好,特产40-60泰铢/袋,旁边有无名餐厅",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Chumphon Food Market,Chumphon Food Market,菜市场,市区,41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买水果/本地体验,"榴莲60泰铢/kg(约13元人民币),早上去较好","🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来
我竟然吃到了7块钱一斤的榴莲","https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6838707e000000002101b9d1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Chumphon Public Market,Chumphon Public Market,公共市场,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买水果/本地体验,"与Food Market相隔不远,价格相似",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Ocean Mall,Ocean Mall,商场,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,购物/逛街,"商场里有Big One超市,可买特产",春蓬不止是中转站，军舰火车美食在等你,https://www.xiaohongshu.com/explore/6a67f142000000001d00cffe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Ruam Charoen Market,Ruam charoen market,本地市场,离市区较远,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买榴莲/本地体验,"非常便宜,榴莲要早点去不然卖光收摊",泰国小众地春蓬🇹🇭千字旅游攻略真心大放送,https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
大城府,购物商业,Ong Gaan Tolasap Night Market,Ong Gaan Tolasap Night Market,夜市,玛哈泰寺对面,72,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,美食/本地体验,"规模最大美食最多,本地人为主,价格便宜","第2次到大城府   我的感受是
大城夜游夜市 | 曼谷出发超全攻略","https://www.xiaohongshu.com/explore/66e39aa500000000120119b3?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/667efed7000000001c036aba?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,购物商业,Center Point Night Market,Center Point Night Market,夜市,火车站旁,42,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想体验当地夜生活的游客,"当地人夜市,食物地道便宜,烤串/炸鸡/芒果糯米饭","🇹🇭董里Trang 超平价的住宿
🇹🇭董里必逛夜市！本地人都在逛
董里夜市","https://www.xiaohongshu.com/explore/6912b337000000000402102e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6999a4c0000000000a03259b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65c7319a000000002d002757?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,购物商业,Cinta夜市,Cinta Night Market,夜市,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想逛干净夜市的游客,"干净整洁,美食不算多",董里夜市,https://www.xiaohongshu.com/explore/65c7319a000000002d002757?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
董里府,购物商业,Robinson夜市,Robinson Night Market,夜市,Robinson商场旁,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,想逛夜市的游客,"木瓜沙拉、甘蔗汁、烤鸡肉串,便宜好吃",董里府Trang一个被时光温柔以待的隐士,https://www.xiaohongshu.com/explore/684318ff0000000022025467?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,购物商业,罗勇生鲜批发市场,Rayong Fresh Market,本地市场,诺富特星星酒店正门左边,75,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地生活,"生鲜市场旁边是水果批发市场,早上6点摊位全开,蔬菜批发为主还有海鲜肉类早餐摊",不知道多少次泰国行之罗勇吃住,https://www.xiaohongshu.com/explore/6a328c4d000000000f016cb1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,购物商业,星光夜市,Star Night Market,夜市与市集,诺富特星星酒店正门右边,75,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,夜市/美食,"每晚都开,酒店过去步行15分钟,打车能到酒店门口","不知道多少次泰国行之罗勇吃住
泰兰德酒店分享来啦
泰国罗勇Rayong遛娃推荐，比芭提雅人少景美
罗勇｜班佩码头双条车完整版攻略✨（本地人平
曼谷Mochit-罗勇-沙美岛 交通实测攻略","https://www.xiaohongshu.com/explore/6a328c4d000000000f016cb1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/681adbed0000000020029b68?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a292230000000022023a7c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6de6a50000000025016000?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7dbc25000000002500a237?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
罗勇府,购物商业,Taphong Fruit Market,Taphong Fruit Market,本地市场,郊区,75,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,水果/榴莲,"榴莲价格实惠12元一斤,中午过去摆摊不多水果种类少","泰国罗勇Rayong遛娃推荐，比芭提雅人少景美
曼谷Mochit-罗勇-沙美岛 交通实测攻略","https://www.xiaohongshu.com/explore/69a292230000000022023a7c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7dbc25000000002500a237?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,购物商业,Nang Thong 夜市,南通夜市,小型夜市,南通区,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地/平价,规模较小、本地美食、泰式按摩,🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉,https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,购物商业,清莱夜市美食街,Chiang Rai Night Market,夜市,市中心车站旁,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合吃小吃,泰北小火锅200泰铢、有live music、5点-10点营业,清莱美食推荐🇹🇭🇹🇭,https://www.xiaohongshu.com/explore/6291c5560000000021034295?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,ASEAN Night Market,ASEAN Night Market Hatyai,夜市,市区,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,夜市爱好者,游客相对较少,"Greenway夜市闲逛，顺便晚餐在Food Court
大马留子|🇹🇭合艾➕宋卡4D3N自由行（自用版）","https://www.xiaohongshu.com/explore/67ee68f4000000001c03c039?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6be9c40000000006007b44?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Khlong Hae Floating Market,Khlong Hae Floating Market,水上市场,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,体验当地文化,水上市场体验,Greenway夜市闲逛，顺便晚餐在Food Court,https://www.xiaohongshu.com/explore/67ee68f4000000001c03c039?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,购物商业,北冲夜市,Pak Chong Night Market,市场,北冲县,55,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,美食爱好者,"当地夜市,有各种小吃摊位",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Thammanoonvithi Park Night Market,Thammanoonvithi Small Park Night Market,周末夜市,市中心公园,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,周末休闲,"2026年6月26日开始至9月底,每周五周六15:30-22:00,四大专区:美食/购物/艺术手作/音乐表演",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,购物商业,素可泰早市,Sukhothai Morning Market,早市,711门口,42,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,早起游客,"6点左右有摊,打泡饭20泰铢,鸡蛋羹10泰铢,本地人买",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
